id,player_name,team,position,age,dob,birth_city,birth_state,birth_country,nationality,height,weight,draft_year,draft_team,draft_round,draft_round_pick,total_draft_pick
24,Brent Seabrook,CHI,D,34,1985-04-20,Richmond,-,CAN,-,75,220,2003,CHI,1,14,14
25,Zach Parise,MIN,L,35,1984-07-28,Minneapolis,-,USA,-,71,195,2003,N.J,1,17,17
26,Ryan Getzlaf,ANA,C,34,1985-05-10,Regina,-,CAN,-,76,228,2003,ANA,1,19,19
27,Brent Burns,S.J,D,34,1985-03-09,Barrie,-,CAN,-,77,230,2003,MIN,1,20,20
28,Brian Boyle,FLA,C,35,1984-12-18,Hingham,-,USA,-,78,245,2003,L.A,1,26,26
29,Corey Perry,DAL,R,34,1985-05-16,Peterborough,-,CAN,-,75,205,2003,ANA,1,28,28
30,Loui Eriksson,VAN,L,34,1985-07-17,Gothenburg,-,SWE,-,74,179,2003,DAL,2,3,33
31,Patrice Bergeron,BOS,C,34,1985-07-24,Ancienne-Lorette,-,CAN,-,73,195,2003,BOS,2,15,45
32,Shea Weber,MTL,D,34,1985-08-14,Sicamous,-,CAN,-,76,230,2003,NSH,2,19,49
33,David Backes,"ANA, BOS",R,35,1984-05-01,Minneapolis,-,USA,-,75,215,2003,STL,2,32,62
34,Brad Richardson,ARI,"C, R",35,1985-02-04,Belleville,-,CAN,-,72,190,2003,COL,5,27,163
35,Nate Thompson,"MTL, PHI",C,35,1984-10-05,Anchorage,-,USA,-,72,205,2003,BOS,6,16,183
36,Joe Pavelski,DAL,C,35,1984-07-11,Plover,-,USA,-,71,195,2003,S.J,7,8,205
37,Mark Giordano,CGY,D,36,1983-10-03,Toronto,-,CAN,-,72,200,-,-,-,-,-
38,Alex Ovechkin,WSH,L,34,1985-09-17,Moscow,-,RUS,-,75,236,2004,WSH,1,1,1
39,Evgeni Malkin,PIT,C,33,1986-07-31,Magnitogorsk,-,RUS,-,75,195,2004,PIT,1,2,2
40,Andrew Ladd,NYI,L,34,1985-12-12,Maple Ridge,-,CAN,-,75,192,2004,CAR,1,4,4
41,Blake Wheeler,WPG,R,33,1986-08-31,Plymouth,-,USA,-,77,225,2004,PHX,1,5,5
42,Alexander Radulov,DAL,R,33,1986-07-05,Nizhny Tagil,-,RUS,-,73,205,2004,NSH,1,15,15
43,Travis Zajac,N.J,C,34,1985-05-13,Winnipeg,-,CAN,-,74,185,2004,N.J,1,20,20
44,Mike Green,"DET, EDM",D,34,1985-10-12,Calgary,-,CAN,-,73,210,2004,WSH,1,29,29
45,Blake Comeau,DAL,L,34,1986-02-18,Meadow Lake,-,CAN,-,73,200,2004,NYI,2,17,47
46,Carl Soderberg,ARI,C,34,1985-10-12,Malmö,-,SWE,-,75,210,2004,STL,2,19,49
47,Alex Goligoski,ARI,D,34,1985-07-30,Grand Rapids,-,USA,-,71,185,2004,PIT,2,31,61
48,David Krejci,BOS,C,33,1986-04-28,Sternberk,-,CZE,-,72,188,2004,BOS,2,33,63
49,Andrej Sekera,DAL,D,33,1986-06-08,Bojnice,-,SVK,-,72,195,2004,BUF,3,6,71
50,Alexander Edler,VAN,D,33,1986-04-21,Ostersund,-,SWE,-,75,212,2004,VAN,3,26,91
51,Roman Polak,DAL,D,33,1986-04-28,Ostrava,-,CZE,-,74,240,2004,STL,6,17,180
52,Troy Brouwer,STL,R,34,1985-08-17,Vancouver,-,CAN,-,75,213,2004,CHI,7,21,214
53,Paul Stastny,VGK,C,34,1985-12-27,Quebec City,-,CAN,-,72,193,2005,COL,2,14,44
54,Sidney Crosby,PIT,C,32,1987-08-07,Cole Harbour,-,CAN,-,71,200,2005,PIT,1,1,1
55,Bobby Ryan,OTT,R,32,1987-03-17,Cherry Hill,-,USA,-,74,208,2005,ANA,1,2,2
56,Jack Johnson,PIT,D,33,1987-01-13,Indianapolis,-,USA,-,73,227,2005,CAR,1,3,3
57,Anze Kopitar,L.A,C,32,1987-08-24,Jesenice,-,SVN,-,75,225,2005,L.A,1,11,11
58,Marc Staal,NYR,D,33,1987-01-13,Thunder Bay,-,CAN,-,76,209,2005,NYR,1,12,12
59,T.J. Oshie,WSH,R,33,1986-12-23,Everett,-,USA,-,71,195,2005,STL,1,24,24
60,Andrew Cogliano,DAL,C,32,1987-06-14,Toronto,-,CAN,-,70,175,2005,EDM,1,25,25
61,Matt Niskanen,PHI,D,33,1986-12-06,Virginia,-,USA,-,73,203,2005,DAL,1,28,28
62,James Neal,EDM,L,32,1987-09-03,Whitby,-,CAN,-,74,212,2005,DAL,2,3,33
63,Marc-Edouard Vlasic,S.J,D,32,1987-03-30,Montreal,-,CAN,-,73,205,2005,S.J,2,5,35
64,Justin Abdelkader,DET,L,33,1987-02-25,Muskegon,-,USA,-,74,213,2005,DET,2,12,42
65,Kris Letang,PIT,D,32,1987-04-24,Montreal,-,CAN,-,72,201,2005,PIT,3,1,62
66,Kris Russell,EDM,D,32,1987-05-02,Caroline,-,CAN,-,70,170,2005,CBJ,3,6,67
67,Keith Yandle,FLA,D,33,1986-09-09,Boston,-,USA,-,73,192,2005,PHX,4,14,105
68,Vladimir Sobotka,BUF,C,32,1987-07-02,Trebic,-,CZE,-,70,191,2005,BOS,4,15,106
69,Niklas Hjalmarsson,ARI,D,32,1987-06-06,Eksjo,-,SWE,-,75,197,2005,CHI,4,17,108
70,Darren Helm,DET,"C, L",33,1987-01-21,St. Andrews,-,CAN,-,72,192,2005,DET,5,7,132
71,Nathan Gerbe,CBJ,C,32,1987-07-24,Oxford,-,USA,-,64,169,2005,BUF,5,17,142
72,Ryan Reaves,VGK,R,33,1987-01-20,Winnipeg,-,CAN,-,73,225,2005,STL,5,31,156
73,Anton Stralman,FLA,D,33,1986-08-01,Tibro,-,SWE,-,71,186,2005,TOR,7,22,216
74,Patric Hornqvist,PIT,R,33,1987-01-01,Sollentuna,-,SWE,-,71,189,2005,NSH,7,36,230
75,Andy Greene,"N.J, NYI",D,37,1982-10-30,Trenton,-,USA,-,71,190,-,-,-,-,-
76,Bryan Little,WPG,C,32,1987-11-12,Edmonton,-,CAN,-,72,191,2006,ATL,1,12,12
77,Alex Biega,DET,D,31,1988-04-04,Montreal,-,CAN,-,70,199,2006,BUF,5,24,147
78,Brad Marchand,BOS,"C, L",31,1988-05-11,Halifax,-,CAN,-,69,181,2006,BOS,3,8,71
79,Nick Foligno,CBJ,L,32,1987-10-31,Buffalo,-,USA,-,72,208,2006,OTT,1,28,28
80,Erik Johnson,COL,D,31,1988-03-21,Bloomington,-,USA,-,76,225,2006,STL,1,1,1
81,Kyle Okposo,BUF,R,31,1988-04-16,St. Paul,-,USA,-,72,216,2006,NYI,1,7,7
82,Trevor Lewis,L.A,C,33,1987-01-08,Salt Lake City,-,USA,-,73,202,2006,L.A,1,17,17
83,Leo Komarov,NYI,"C, R",33,1987-01-23,Narva,-,EST,-,71,209,2006,TOR,6,27,180
84,Milan Lucic,CGY,L,31,1988-06-07,Vancouver,-,CAN,-,75,231,2006,BOS,2,20,50
85,Chris Stewart,PHI,R,32,1987-10-30,Toronto,-,CAN,-,74,242,2006,COL,1,18,18
86,Cal Clutterbuck,NYI,R,32,1987-11-18,Welland,-,CAN,-,71,216,2006,MIN,3,9,72
87,Jeff Petry,MTL,D,32,1987-12-09,Ann Arbor,-,USA,-,75,201,2006,EDM,2,15,45
88,Claude Giroux,PHI,"C, R",32,1988-01-12,Hearst,-,CAN,-,71,185,2006,PHI,1,22,22
89,Jordan Staal,CAR,C,31,1988-09-10,Thunder Bay,-,CAN,-,76,220,2006,PIT,1,2,2
90,Derick Brassard,NYI,C,32,1987-09-22,Hull,-,CAN,-,73,202,2006,CBJ,1,6,6
91,Michael Grabner,ARI,"L, R",32,1987-10-05,Villach,-,AUT,-,73,188,2006,VAN,1,14,14
92,Phil Kessel,ARI,"C, R",32,1987-10-02,Madison,-,USA,-,72,202,2006,BOS,1,5,5
93,Korbinian Holzer,"ANA, NSH",D,32,1988-02-16,Munich,-,DEU,-,75,213,2006,TOR,4,18,111
94,Nicklas Backstrom,WSH,C,32,1987-11-23,Gävle,-,SWE,-,73,206,2006,WSH,1,4,4
95,Michael Frolik,"BUF, CGY",R,32,1988-02-17,Kladno,-,CZE,-,73,190,2006,FLA,1,10,10
96,Artem Anisimov,OTT,C,31,1988-05-24,Yaroslavl,-,RUS,-,76,199,2006,NYR,2,24,54
97,Jonathan Toews,CHI,C,31,1988-04-29,Winnipeg,-,CAN,-,74,201,2006,CHI,1,3,3
98,Mathieu Perreault,WPG,"C, L",32,1988-01-05,Drummondville,-,CAN,-,70,188,2006,WSH,6,24,177
99,Mark Letestu,WPG,C,35,1985-02-04,Elk Point,-,CAN,-,70,195,-,-,-,-,-
100,Alex Killorn,T.B,"C, L",30,1989-09-14,Halifax,-,CAN,-,73,197,2007,T.B,3,16,77
101,Karl Alzner,MTL,D,31,1988-09-24,Burnaby,-,CAN,-,75,213,2007,WSH,1,5,5
102,Jamie Benn,DAL,L,30,1989-07-18,Victoria,-,CAN,-,74,210,2007,DAL,5,8,129
103,Steven Kampfer,BOS,D,31,1988-09-24,Ann Arbor,-,USA,-,71,198,2007,ANA,4,2,93
104,Paul Carey,BOS,C,31,1988-09-24,Boston,-,USA,-,73,200,2007,COL,5,14,135
105,Nick Bonino,NSH,C,31,1988-04-20,Hartford,-,USA,-,73,196,2007,S.J,6,22,173
106,Ian Cole,COL,D,31,1989-02-21,Ann Arbor,-,USA,-,73,225,2007,STL,1,18,18
107,Justin Braun,PHI,D,33,1987-02-10,Minneapolis,-,USA,-,74,205,2007,S.J,7,20,201
108,Kevin Shattenkirk,T.B,D,31,1989-01-29,New Rochelle,-,USA,-,72,203,2007,COL,1,14,14
109,Pat Maroon,T.B,L,31,1988-04-23,St. Louis,-,USA,-,75,236,2007,PHI,6,10,161
110,James van Riemsdyk,PHI,L,30,1989-05-04,Middletown,-,USA,-,75,217,2007,PHI,1,2,2
111,Paul Byron,MTL,L,30,1989-04-27,Ottawa,-,CAN,-,69,158,2007,BUF,6,28,179
112,Sam Gagner,"DET, EDM",C,30,1989-08-10,London,-,CAN,-,71,200,2007,EDM,1,6,6
113,Logan Couture,S.J,C,30,1989-03-28,Guelph,-,CAN,-,73,200,2007,S.J,1,9,9
114,P.K. Subban,N.J,D,30,1989-05-13,Toronto,-,CAN,-,72,210,2007,MTL,2,13,43
115,Riley Nash,CBJ,C,30,1989-05-09,Consort,-,CAN,-,73,185,2007,EDM,1,21,21
116,Kyle Turris,NSH,C,30,1989-08-14,New Westminster,-,CAN,-,73,190,2007,PHX,1,3,3
117,Brendan Smith,NYR,D,31,1989-02-08,Mimico,-,CAN,-,74,200,2007,DET,1,27,27
118,Brandon Sutter,VAN,C,31,1989-02-14,Huntington,-,USA,-,75,190,2007,CAR,1,11,11
119,Colton Sceviour,FLA,C,30,1989-04-20,Red Deer,-,CAN,-,72,190,2007,DAL,4,21,112
120,David Perron,STL,L,31,1988-05-28,Sherbrooke,-,CAN,-,72,200,2007,STL,1,26,26
121,Carl Gunnarsson,STL,D,33,1986-11-09,Orebro,-,SWE,-,74,198,2007,TOR,7,13,194
122,Yannick Weber,NSH,D,31,1988-09-23,Morges,-,CHE,-,71,200,2007,MTL,3,12,73
123,Patrick Kane,CHI,R,31,1988-11-19,Buffalo,-,USA,-,71,177,2007,CHI,1,1,1
124,Robert Bortuzzo,STL,D,30,1989-03-18,Thunder Bay,-,CAN,-,76,216,2007,PIT,3,17,78
125,Evgenii Dadonov,FLA,R,30,1989-03-12,Chelyabinsk,-,RUS,-,71,185,2007,FLA,3,10,71
126,Mikael Backlund,CGY,C,30,1989-03-17,Vasteras,-,SWE,-,73,200,2007,CGY,1,24,24
127,Ryan McDonagh,T.B,D,30,1989-06-13,St. Paul,-,USA,-,73,214,2007,MTL,1,12,12
128,Max Pacioretty,VGK,L,31,1988-11-20,New Canaan,-,USA,-,74,215,2007,MTL,1,22,22
129,Jakub Voracek,PHI,R,30,1989-08-15,Kladno,-,CZE,-,74,214,2007,CBJ,1,7,7
130,Jake Muzzin,TOR,D,31,1989-02-21,Woodstock,-,CAN,-,75,217,2007,PIT,5,20,141
131,Alec Martinez,"L.A, VGK",D,32,1987-07-26,Rochester Hills,-,USA,-,73,209,2007,L.A,4,4,95
132,Carl Hagelin,WSH,L,31,1988-08-23,Sodertalje,-,SWE,-,71,185,2007,NYR,6,17,168
133,Lars Eller,WSH,C,30,1989-05-08,Rodovre,-,DNK,-,74,205,2007,STL,1,13,13
134,Wayne Simmonds,"BUF, N.J",R,31,1988-08-26,Scarborough,-,CAN,-,74,185,2007,L.A,2,31,61
135,Nick Holden,VGK,D,32,1987-05-15,St. Albert,-,CAN,-,76,212,-,-,-,-,-
136,Jason Demers,ARI,D,31,1988-06-09,Dorval,-,CAN,-,73,195,2008,S.J,7,5,186
137,Micheal Haley,NYR,C,33,1986-03-30,Guelph,-,CAN,-,71,202,-,-,-,-,-
138,Zack Smith,CHI,C,31,1988-04-05,Maple Creek,-,CAN,-,74,208,2008,OTT,3,18,79
139,Jay Beagle,VAN,C,34,1985-10-16,Calgary,-,CAN,-,75,210,-,-,-,-,-
140,Drew Doughty,L.A,D,30,1989-12-08,London,-,CAN,-,73,202,2008,L.A,1,2,2
141,Steven Stamkos,T.B,C,30,1990-02-07,Markham,-,CAN,-,73,194,2008,T.B,1,1,1
142,Alex Pietrangelo,STL,D,30,1990-01-18,King City,-,CAN,-,75,210,2008,STL,1,4,4
143,Zach Bogosian,"BUF, T.B",D,29,1990-07-15,Massena,-,USA,-,75,200,2008,ATL,1,3,3
144,Luke Schenn,T.B,D,30,1989-11-02,Saskatoon,-,CAN,-,74,227,2008,TOR,1,5,5
145,Colin Wilson,COL,C,30,1989-10-20,Greenwich,-,USA,-,73,215,2008,NSH,1,7,7
146,Mikkel Boedker,OTT,L,30,1989-12-16,Brondby,-,DNK,-,72,207,2008,PHX,1,8,8
147,Josh Bailey,NYI,"C, R",30,1989-10-02,Bowmanville,-,CAN,-,73,200,2008,NYI,1,9,9
148,Tyler Myers,VAN,D,30,1990-02-01,Houston,-,USA,-,80,229,2008,BUF,1,12,12
149,Erik Karlsson,S.J,D,29,1990-05-31,Landsbro,-,SWE,-,72,190,2008,OTT,1,15,15
150,Luca Sbisa,WPG,D,30,1990-01-30,Ozieri,-,ITA,-,74,206,2008,PHI,1,19,19
151,Jake Gardiner,CAR,D,29,1990-07-04,Minnetonka,-,USA,-,74,203,2008,ANA,1,17,17
152,Michael Del Zotto,ANA,D,29,1990-06-24,Stouffville,-,CAN,-,72,195,2008,NYR,1,20,20
153,Jordan Eberle,NYI,"C, R",29,1990-05-15,Regina,-,CAN,-,71,187,2008,EDM,1,22,22
154,Tyler Ennis,"EDM, OTT","C, R",30,1989-10-06,Edmonton,-,CAN,-,69,161,2008,BUF,1,26,26
155,John Carlson,WSH,D,30,1990-01-10,Natick,-,USA,-,75,217,2008,WSH,1,27,27
156,Cody Goloubef,"DET, OTT",D,30,1989-11-30,Mississauga,-,CAN,-,73,190,2008,CBJ,2,7,37
157,Roman Josi,NSH,D,29,1990-06-01,Bern,-,CHE,-,73,201,2008,NSH,2,8,38
158,Justin Schultz,PIT,D,29,1990-07-06,Kelowna,-,CAN,-,74,193,2008,ANA,2,13,43
159,Aaron Ness,ARI,D,29,1990-05-18,Roseau,-,USA,-,70,184,2008,NYI,2,10,40
160,Cameron Gaunce,T.B,D,29,1990-03-19,Sudbury,-,CAN,-,74,194,2008,COL,2,20,50
161,Travis Hamonic,CGY,D,29,1990-08-16,St. Malo,-,CAN,-,74,205,2008,NYI,2,23,53
162,Derek Stepan,ARI,C,29,1990-06-18,Hastings,-,USA,-,72,196,2008,NYR,2,21,51
163,Marco Scandella,"BUF, MTL, STL",D,30,1990-02-23,Montreal,-,CAN,-,75,212,2008,MIN,2,25,55
164,Michael Stone,CGY,D,29,1990-06-07,Winnipeg,-,CAN,-,75,210,2008,PHX,3,8,69
165,Adam Henrique,ANA,C,30,1990-02-06,Brantford,-,CAN,-,72,188,2008,N.J,3,21,82
166,Dale Weise,MTL,R,31,1988-08-05,Winnipeg,-,CAN,-,74,196,2008,NYR,4,20,111
167,TJ Brodie,CGY,D,29,1990-06-07,Chatham,-,CAN,-,73,185,2008,CGY,4,23,114
168,Gustav Nyquist,CBJ,C,30,1989-09-01,Halmstad,-,SWE,-,71,179,2008,DET,4,30,121
169,Derek Grant,"ANA, PHI",C,29,1990-04-20,Abbotsford,-,CAN,-,75,206,2008,OTT,4,28,119
170,Matt Calvert,COL,L,30,1989-12-24,Brandon,-,CAN,-,71,186,2008,CBJ,5,6,127
171,Greg Pateryn,MIN,D,29,1990-06-20,Sterling Heights,-,USA,-,75,220,2008,TOR,5,7,128
172,Mark Borowiecki,OTT,D,30,1989-07-12,Ottawa,-,CAN,-,73,204,2008,OTT,5,18,139
173,Matt Martin,NYI,L,30,1989-05-08,Windsor,-,CAN,-,75,220,2008,NYI,5,27,148
174,Cam Atkinson,CBJ,R,30,1989-06-05,Riverside,-,USA,-,68,175,2008,CBJ,6,6,157
175,Jared Spurgeon,MIN,D,30,1989-11-29,Edmonton,-,CAN,-,69,167,2008,NYI,6,5,156
176,Mark Barberio,COL,D,29,1990-03-23,Montreal,-,CAN,-,73,200,2008,T.B,6,1,152
177,Luke Witkowski,T.B,R,29,1990-04-14,Holland,-,USA,-,74,217,2008,T.B,6,9,160
178,Zac Rinaldo,CGY,C,29,1990-06-15,Mississauga,-,CAN,-,70,192,2008,PHI,6,27,178
179,Dalton Prout,S.J,D,29,1990-03-13,Kingsville,-,CAN,-,75,215,2010,CBJ,6,4,154
180,Jordie Benn,VAN,D,32,1987-07-26,Victoria,-,CAN,-,74,199,-,-,-,-,-
181,Antoine Roussel,VAN,L,30,1989-11-21,Roubaix,-,FRA,-,71,199,-,-,-,-,-
182,Tyler Johnson,T.B,C,29,1990-07-29,Spokane,-,USA,-,68,182,-,-,-,-,-
183,Brian Lashoff,DET,D,29,1990-07-16,Albany,-,USA,-,75,213,-,-,-,-,-
184,Mike Hoffman,FLA,"C, L",30,1989-11-24,Kitchener,-,CAN,-,72,182,2009,OTT,5,9,130
185,Tyler Bozak,STL,C,33,1986-03-19,Regina,-,CAN,-,73,199,-,-,-,-,-
186,Marcus Johansson,BUF,L,29,1990-10-06,Landskrona,-,SWE,-,73,205,2009,WSH,1,24,24
187,Kyle Palmieri,N.J,"C, R",29,1991-02-01,Smithtown,-,USA,-,71,185,2009,ANA,1,26,26
188,Ryan O'Reilly,STL,C,29,1991-02-07,Clinton,-,CAN,-,73,216,2009,COL,2,3,33
189,Kyle Clifford,"L.A, TOR",L,29,1991-01-13,Ayr,-,CAN,-,74,211,2009,L.A,2,5,35
190,Alex Chiasson,EDM,R,29,1990-10-01,Montreal,-,CAN,-,76,208,2009,DAL,2,8,38
191,Jakob Silfverberg,ANA,R,29,1990-10-13,Gävle,-,SWE,-,74,208,2009,OTT,2,9,39
192,John Tavares,TOR,C,29,1990-09-20,Mississauga,-,CAN,-,73,215,2009,NYI,1,1,1
193,Victor Hedman,T.B,D,29,1990-12-18,Ornskoldsvik,-,SWE,-,78,229,2009,T.B,1,2,2
194,Matt Duchene,NSH,C,29,1991-01-16,Haliburton,-,CAN,-,71,195,2009,COL,1,3,3
195,Evander Kane,S.J,L,28,1991-08-02,Vancouver,-,CAN,-,74,210,2009,ATL,1,4,4
196,Brayden Schenn,STL,C,28,1991-08-22,Saskatoon,-,CAN,-,73,200,2009,L.A,1,5,5
197,Oliver Ekman-Larsson,ARI,D,28,1991-07-17,Karlskrona,-,SWE,-,74,200,2009,PHX,1,6,6
198,Nazem Kadri,COL,C,29,1990-10-06,London,-,CAN,-,72,192,2009,TOR,1,7,7
199,Ryan Ellis,NSH,D,29,1991-01-03,Hamilton,-,CAN,-,70,180,2009,NSH,1,11,11
200,Calvin de Haan,CHI,D,28,1991-05-09,Carp,-,CAN,-,73,195,2009,NYI,1,12,12
201,Zack Kassian,EDM,R,29,1991-01-24,Windsor,-,CAN,-,75,211,2009,BUF,1,13,13
202,Dmitry Kulikov,WPG,D,29,1990-10-29,Lipetsk,-,RUS,-,73,204,2009,FLA,1,14,14
203,Nick Leddy,NYI,D,28,1991-03-20,Eden Prairie,-,USA,-,72,207,2009,MIN,1,16,16
204,Chris Kreider,NYR,"C, L",28,1991-04-30,Boxford,-,USA,-,75,217,2009,NYR,1,19,19
205,John Moore,BOS,D,29,1990-11-19,Winnetka,-,USA,-,74,210,2009,CBJ,1,21,21
206,Brayden McNabb,VGK,D,29,1991-01-21,Davidson,-,CAN,-,76,213,2009,BUF,3,5,66
207,Reilly Smith,VGK,R,28,1991-04-01,Toronto,-,CAN,-,72,183,2009,DAL,3,8,69
208,Tomas Tatar,MTL,L,29,1990-12-01,Ilava,-,SVK,-,70,183,2009,DET,2,30,60
209,Tyson Barrie,TOR,D,28,1991-07-26,Victoria,-,CAN,-,70,197,2009,COL,3,3,64
210,Dmitry Orlov,WSH,D,28,1991-07-23,Novokuznetsk,-,RUS,-,71,208,2009,WSH,2,25,55
211,Brandon Pirri,VGK,C,28,1991-04-10,Toronto,-,CAN,-,72,180,2009,CHI,2,29,59
212,Brian Dumoulin,PIT,D,28,1991-09-06,Biddeford,-,USA,-,76,207,2009,CAR,2,21,51
213,Richard Panik,WSH,R,29,1991-02-07,Martin,-,SVK,-,73,202,2009,T.B,2,22,52
214,Mattias Ekholm,NSH,D,29,1990-05-24,Borlange,-,SWE,-,76,215,2009,NSH,4,11,102
215,Marcus Foligno,MIN,L,28,1991-08-10,Buffalo,-,USA,-,75,224,2009,BUF,4,13,104
216,Sami Vatanen,N.J,D,28,1991-06-03,Jyväskylä,-,FIN,-,70,185,2009,ANA,4,15,106
217,Jordan Szwarz,OTT,R,28,1991-05-14,Burlington,-,CAN,-,71,192,2009,PHX,4,6,97
218,Craig Smith,NSH,"C, R",30,1989-09-05,Madison,-,USA,-,73,208,2009,NSH,4,7,98
219,Casey Cizikas,NYI,C,29,1991-02-27,Toronto,-,CAN,-,71,195,2009,NYI,4,1,92
220,David Savard,CBJ,D,29,1990-10-22,St. Hyacinthe,-,CAN,-,74,229,2009,CBJ,4,3,94
221,Nicolas Deslauriers,ANA,L,29,1991-02-22,LaSalle,-,CAN,-,73,219,2009,L.A,3,23,84
222,Cody Eakin,"VGK, WPG",C,28,1991-05-24,Winnipeg,-,CAN,-,72,183,2009,WSH,3,24,85
223,Kevin Connauton,COL,D,30,1990-02-23,Edmonton,-,CAN,-,74,205,2009,VAN,3,22,83
224,Gabriel Dumont,MIN,C,29,1990-10-06,Ville Degelis,-,CAN,-,70,191,2009,MTL,5,18,139
225,Gabriel Bourque,WPG,L,29,1990-09-23,Rimouski,-,CAN,-,70,206,2009,NSH,5,11,132
226,Ben Chiarot,MTL,D,28,1991-05-09,Hamilton,-,CAN,-,75,225,2009,ATL,4,29,120
227,Erik Haula,"CAR, FLA",L,28,1991-03-23,Pori,-,FIN,-,72,193,2009,MIN,7,1,182
228,Anders Lee,NYI,"C, L",29,1990-07-03,Edina,-,USA,-,75,231,2009,NYI,6,1,152
229,Nick Jensen,WSH,D,29,1990-09-21,St. Paul,-,USA,-,72,196,2009,DET,5,29,150
230,Nic Dowd,WSH,C,29,1990-05-27,Huntsville,-,USA,-,74,195,2009,L.A,7,17,198
231,Justin Dowling,DAL,C,29,1990-10-01,Calgary,-,CAN,-,70,180,-,-,-,-,-
232,Brandon Manning,EDM,D,29,1990-06-04,Prince George,-,CAN,-,73,205,-,-,-,-,-
233,Brenden Dillon,"S.J, WSH",D,29,1990-11-13,New Westminster,-,CAN,-,76,225,-,-,-,-,-
234,Andrew Agozzino,"ANA, PIT",L,29,1991-01-03,Kleinburg,-,CAN,-,70,187,-,-,-,-,-
235,Radko Gudas,WSH,D,29,1990-06-05,Prague,-,CZE,-,72,205,2010,T.B,3,6,66
236,Matt Irwin,"ANA, NSH",D,32,1987-11-29,Victoria,-,CAN,-,73,207,-,-,-,-,-
237,Christopher Tanev,VAN,D,30,1989-12-20,Toronto,-,CAN,-,74,197,-,-,-,-,-
238,Mats Zuccarello,MIN,"C, R",32,1987-09-01,Oslo,-,NOR,-,68,178,-,-,-,-,-
239,Calle Jarnkrok,NSH,C,28,1991-09-25,Gävle,-,SWE,-,71,186,2010,DET,2,21,51
240,Martin Marincin,TOR,D,28,1992-02-18,Kosice,-,SVK,-,77,217,2010,EDM,2,16,46
241,Justin Holl,TOR,D,28,1992-01-30,Tonka Bay,-,USA,-,75,210,2010,CHI,2,24,54
242,Jason Zucker,"MIN, PIT",L,28,1992-01-16,Newport Beach,-,USA,-,71,192,2010,MIN,2,29,59
243,Tyler Toffoli,"L.A, VAN","C, R",27,1992-04-24,Scarborough,-,CAN,-,72,197,2010,L.A,2,17,47
244,Johan Larsson,BUF,"C, L",27,1992-07-25,Lau,-,SWE,-,71,204,2010,MIN,2,26,56
245,Stephen Johns,DAL,D,27,1992-04-18,Ellwood City,-,USA,-,76,225,2010,CHI,2,30,60
