"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"177","Drew Doughty","L.A","D","82","240.35","7","17","8","9","24","85.71","38","18.42","2.64","84","54","17","1","0","9","4","2","2","0","0","2","13","1","6","1","5","0","0","-"
"438","Teuvo Teravainen","CAR","L","82","224.26666666667","8","16","10","6","24","85.71","41","19.51","4.42","89","59","36","7","2","8","4","2","2","0","0","1","13","2","2","5","1","1","1","50.00"
"657","Sebastian Aho","CAR","C, R","82","246.26666666667","3","21","10","11","24","75.00","50","6.00","5.94","104","74","33","13","0","10","6","3","3","0","0","1","7","7","3","11","1","98","64","60.49"
"720","Matthew Tkachuk","CGY","L","80","257.83333333333","11","13","7","6","24","61.54","56","19.64","8.44","80","68","58","40","0","13","4","2","2","0","0","3","5","3","0","11","0","1","1","50.00"
"728","Alex DeBrincat","CHI","L, R","82","267.81666666667","13","11","8","3","24","63.16","52","25.00","7.52","98","73","69","15","0","9","2","1","1","0","0","1","7","3","2","11","2","1","2","33.33"
"58","Alexander Radulov","DAL","R","70","217.4","7","16","6","10","23","67.65","44","15.91","5.21","79","60","39","16","1","6","4","2","2","0","0","0","16","1","2","9","4","0","0","-"
"114","Claude Giroux","PHI","C","82","288.45","2","21","8","13","23","69.70","55","3.64","4.77","99","77","36","2","0","8","4","2","2","0","0","1","6","1","1","11","0","159","89","64.11"
"126","Jonathan Toews","CHI","C","82","268.26666666667","9","14","7","7","23","57.50","49","18.37","6.62","70","64","51","28","0","5","8","4","4","0","0","1","3","2","2","11","0","166","121","57.84"
"289","Evgeny Kuznetsov","WSH","C","76","278.41666666667","8","15","4","11","23","56.10","63","12.70","9.19","101","93","50","32","0","2","8","4","4","0","0","0","13","2","2","2","0","17","27","38.64"
"390","Mika Zibanejad","NYR","C","82","233.31666666667","11","12","6","6","23","71.88","70","15.71","6.02","116","87","31","9","1","2","5","1","0","1","0","1","18","3","5","10","1","102","94","52.04"
"391","Mark Scheifele","WPG","C","82","294.56666666667","12","11","6","5","23","50.00","63","19.05","11.57","109","93","95","34","0","6","20","6","5","0","1","1","6","5","3","7","0","163","159","50.62"
"543","Sean Monahan","CGY","C","78","258.21666666667","12","11","5","6","23","54.76","51","23.53","10.81","86","72","76","43","1","11","4","2","2","0","0","1","7","5","1","7","0","74","65","53.24"
"729","Patrik Laine","WPG","R","82","287.03333333333","15","8","6","2","23","50.00","95","15.79","9.92","189","143","59","13","3","6","10","5","5","0","0","1","7","5","3","3","0","2","3","40.00"
"221","Ryan O'Reilly","STL","C","82","234.26666666667","6","16","8","8","22","66.67","46","13.04","6.39","73","57","57","23","0","7","4","2","2","0","0","0","4","6","2","6","1","152","99","60.56"
"302","Vladimir Tarasenko","STL","R","76","222.01666666667","12","10","5","5","22","73.33","69","17.39","6.61","119","87","59","7","3","6","4","2","2","0","0","0","3","3","1","8","0","0","0","-"
"784","Elias Pettersson","VAN","C","71","256.4","10","12","4","8","22","70.97","39","25.64","3.78","84","56","39","4","0","7","0","0","0","0","0","1","12","4","6","18","0","6","11","35.29"
"49","Joe Pavelski","S.J","C","75","222.7","12","9","6","3","21","58.33","46","26.09","7.26","63","57","53","31","0","4","6","3","3","0","0","1","10","4","4","4","1","79","62","56.03"
"52","Mark Giordano","CGY","D","78","259.65","3","18","8","10","21","51.22","52","5.77","4.77","111","80","20","3","0","12","15","6","5","1","0","1","6","6","1","4","8","0","0","-"
"421","Alex Galchenyuk","ARI","C","72","229.66666666667","9","12","7","5","21","77.78","60","15.00","6.85","96","78","40","14","0","7","8","4","4","0","0","0","11","1","1","10","0","36","55","39.56"
"422","Morgan Rielly","TOR","D","82","214.01666666667","3","18","8","10","21","63.64","32","9.38","2.25","68","41","16","2","0","7","0","0","0","0","0","0","1","6","3","4","5","0","0","-"
"680","Mitchell Marner","TOR","C, R","82","212.35","3","18","10","8","21","61.76","42","7.14","3.89","83","56","43","4","0","11","0","0","0","0","0","1","5","2","1","2","1","0","0","-"
"186","Erik Karlsson","S.J","D","53","165.65","2","18","11","7","20","71.43","31","6.45","2.87","65","45","19","3","0","5","4","2","2","0","0","0","5","4","2","2","1","0","0","-"
"315","Mikael Granlund","MIN, NSH","C, R","79","201.63333333333","2","18","14","4","20","86.96","29","6.90","2.69","51","37","19","6","0","7","0","0","0","0","0","0","7","2","1","21","1","16","21","43.24"
"331","John Klingberg","DAL","D","64","190.71666666667","5","15","4","11","20","71.43","42","11.90","2.97","81","55","27","5","2","4","6","3","3","0","0","2","12","4","0","6","4","0","0","-"
"333","Mark Stone","OTT, VGK","R","77","195.5","6","14","9","5","20","80.00","38","15.79","4.46","67","51","39","10","0","8","5","1","0","1","0","0","10","7","3","3","0","6","5","54.55"
"398","J.T. Miller","T.B","C","75","191.7","4","16","9","7","20","52.63","22","18.18","3.6","34","32","29","18","1","2","6","3","3","0","0","2","11","1","3","10","0","86","72","54.43"
"629","Kevin Labanc","S.J","R","82","190.98333333333","2","18","8","10","20","71.43","30","6.67","2.89","59","45","30","4","1","2","4","2","2","0","0","0","12","1","1","12","1","0","0","-"
"723","Auston Matthews","TOR","C","68","174.98333333333","12","8","6","2","20","74.07","58","20.69","7.6","96","78","76","18","0","5","0","0","0","0","0","0","9","6","3","8","3","2","3","40.00"
"821","Rasmus Dahlin","BUF","D","82","233.46666666667","5","15","7","8","20","71.43","40","12.50","3.2","65","51","28","4","2","7","2","1","1","0","0","1","7","2","4","5","2","0","0","-"
"77","Anze Kopitar","L.A","C","81","229.88333333333","1","18","13","5","19","70.37","22","4.55","3.63","61","38","28","11","1","4","2","1","1","0","0","0","10","0","0","10","0","109","82","57.07"
"87","Kris Letang","PIT","D","65","212.31666666667","2","17","11","6","19","59.38","23","8.70","1.92","53","29","15","2","0","6","14","7","7","0","0","2","9","4","5","2","2","0","0","-"
"225","John Tavares","TOR","C","82","212.73333333333","10","9","5","4","19","55.88","71","14.08","14.09","109","101","94","66","0","10","2","1","1","0","0","2","11","1","5","8","0","144","93","60.76"
"230","Oliver Ekman-Larsson","ARI","D","81","290.78333333333","5","14","9","5","19","73.08","49","10.20","3.68","106","69","30","1","0","8","14","7","7","0","0","0","11","3","5","9","1","0","0","-"
"643","Kyle Connor","WPG","L","82","285.56666666667","11","8","2","6","19","41.30","58","18.97","10.74","79","76","69","56","1","10","2","1","1","0","0","1","8","3","0","14","0","2","0","100.00"
"730","Clayton Keller","ARI","C","82","289.98333333333","1","18","9","9","19","70.37","50","2.00","5.76","98","72","51","13","1","7","0","0","0","0","0","2","9","5","5","17","1","3","5","37.50"
"146","Logan Couture","S.J","C","81","235.35","6","12","5","7","18","50.00","59","10.17","5.16","110","86","47","11","1","4","4","1","1","0","0","2","5","3","2","13","2","13","17","43.33"
"165","Jakub Voracek","PHI","R","78","253.68333333333","4","14","9","5","18","62.07","58","6.90","5.49","108","82","37","12","0","13","4","2","2","0","0","2","10","5","2","6","0","0","0","-"
"220","Kyle Palmieri","N.J","R","74","243.98333333333","11","7","5","2","18","66.67","83","13.25","8.92","155","114","58","14","2","7","4","2","2","0","0","2","4","2","2","15","2","1","3","25.00"
"440","Jacob Trouba","WPG","D","82","168.58333333333","3","15","5","10","18","69.23","28","10.71","2.44","52","37","13","1","0","5","6","3","3","0","0","0","2","5","2","1","0","0","0","-"
"472","Erik Gustafsson","CHI","D","79","239.63333333333","4","14","10","4","18","56.25","33","12.12","2.6","89","51","21","1","0","4","0","0","0","0","0","1","7","5","2","1","2","0","0","-"
"546","Bo Horvat","VAN","C","82","283.96666666667","7","11","3","8","18","54.55","51","13.73","8.18","71","62","66","45","1","6","0","0","0","0","0","1","7","1","8","5","1","146","133","52.33"
"665","Mathew Barzal","NYI","C","82","244.13333333333","3","15","5","10","18","78.26","39","7.69","5.21","54","47","40","13","0","4","6","3","3","0","0","1","17","3","1","10","0","23","34","40.35"
"691","Artemi Panarin","CBJ","L","79","220.98333333333","6","12","9","3","18","81.82","48","12.50","4.68","97","73","40","4","0","6","13","5","4","1","0","1","3","1","2","4","1","0","1","0.00"
"67","Alexander Edler","VAN","D","56","176.71666666667","4","13","11","2","17","70.83","35","11.43","2.14","66","50","11","1","0","5","6","3","3","0","0","0","9","2","4","5","4","0","0","-"
"161","Evgenii Dadonov","FLA","R","82","275.15","8","9","6","3","17","34.69","43","18.60","8.08","88","69","71","33","0","3","2","1","1","0","0","0","13","1","2","9","2","0","0","-"
"392","Sean Couturier","PHI","C","80","248.76666666667","8","9","5","4","17","54.84","41","19.51","8.41","83","68","64","33","0","8","6","3","3","0","0","0","4","2","1","8","1","88","33","72.73"
"545","Rasmus Ristolainen","BUF","D","78","233.65","1","16","12","4","17","58.62","45","2.22","2.87","80","56","19","2","0","3","6","3","3","0","0","0","6","1","7","3","0","0","0","-"
"34","Zach Parise","MIN","L","74","214.71666666667","10","6","2","4","16","64.00","58","17.24","9.69","77","68","65","47","1","10","2","1","1","0","0","1","5","2","4","16","0","2","3","40.00"
"51","Dustin Byfuglien","WPG","D","42","129.21666666667","1","15","2","13","16","72.73","23","4.35","1.77","49","36","7","1","1","2","16","4","3","0","1","1","0","2","2","0","3","0","0","-"
"65","David Krejci","BOS","C","81","182.11666666667","6","10","4","6","16","66.67","22","27.27","2.83","44","38","17","7","1","1","2","1","1","0","0","0","6","0","1","6","0","33","29","53.23"
"75","Bobby Ryan","OTT","R","78","184.48333333333","7","9","6","3","16","66.67","38","18.42","4.58","62","46","33","16","0","4","11","4","3","1","0","1","10","3","7","5","0","1","1","50.00"
"264","Anders Lee","NYI","L","82","237.16666666667","10","6","3","3","16","66.67","60","16.67","11.47","87","78","85","66","0","10","16","5","3","2","0","7","5","1","5","7","0","33","40","45.21"
"307","Jeff Skinner","BUF","C, L","82","251.18333333333","8","8","4","4","16","53.33","59","13.56","9.49","89","76","73","30","0","5","10","5","5","0","0","3","4","1","1","11","1","57","31","64.77"
"312","Ryan Johansen","NSH","C","80","242.11666666667","0","16","8","8","16","76.19","24","0.00","1.88","39","26","17","4","0","1","6","3","3","0","0","0","18","3","5","3","2","92","88","51.11"
"410","Jonathan Marchessault","VGK","C","82","220.2","5","11","4","7","16","64.00","59","8.47","7.61","109","86","51","17","0","10","8","4","4","0","0","0","7","2","8","10","0","12","19","38.71"
"481","Alexander Kerfoot","COL","C","78","161.98333333333","4","12","2","10","16","76.19","14","28.57","2.82","32","25","22","15","0","3","6","3","3","0","0","0","8","0","1","11","0","15","11","57.69"
"540","Jonathan Drouin","MTL","C, L","81","231.71666666667","3","13","8","5","16","72.73","44","6.82","3.43","77","61","27","4","0","2","2","1","1","0","0","2","8","1","2","4","0","16","13","55.17"
"661","Dylan Strome","ARI, CHI","C","78","233.63333333333","6","10","3","7","16","47.06","35","17.14","5.44","53","44","38","19","1","4","2","1","1","0","0","2","3","1","2","8","0","37","17","68.52"
"676","Thomas Chabot","OTT","D","70","205.68333333333","1","15","3","12","16","61.54","34","2.94","2.34","74","45","20","2","0","6","4","2","2","0","0","1","7","0","4","7","4","0","0","-"
"3","Joe Thornton","S.J","C","73","139.2","3","12","7","5","15","68.18","20","15.00","1.91","33","23","13","0","0","5","4","2","2","0","0","0","4","2","1","5","0","20","15","57.14"
"26","Eric Staal","MIN","C","81","227.35","7","8","4","4","15","48.39","45","15.56","6.38","73","56","48","23","0","7","6","3","3","0","0","1","9","1","1","10","1","104","90","53.61"
"28","Ryan Suter","MIN","D","82","250.25","3","12","5","7","15","53.57","32","9.38","1.74","73","42","17","2","0","5","9","3","2","1","0","0","3","2","3","0","2","0","0","-"
"179","Alex Pietrangelo","STL","D","71","195.88333333333","3","12","4","8","15","53.57","27","11.11","3.05","72","45","15","1","1","5","4","2","2","0","0","0","6","5","4","6","5","0","0","-"
"223","Alex Chiasson","EDM","R","73","191.26666666667","8","7","5","2","15","48.39","34","23.53","7.43","48","46","45","34","1","6","6","3","3","0","0","1","0","1","4","6","1","0","0","-"
"278","Mats Zuccarello","DAL, NYR","C, R","48","143.83333333333","3","12","5","7","15","65.22","22","13.64","2.85","41","33","17","9","0","4","4","2","2","0","0","2","5","4","3","6","0","0","1","0.00"
"316","Nino Niederreiter","CAR, MIN","R","82","184.16666666667","6","9","7","2","15","57.69","25","24.00","5.62","44","36","42","27","1","8","2","1","1","0","0","2","7","1","2","10","0","6","5","54.55"
"437","Tomas Hertl","S.J","C","77","221.66666666667","11","4","2","2","15","44.12","36","30.56","8.14","64","60","59","43","1","3","4","2","2","0","0","1","4","4","1","10","0","88","73","54.66"
"576","Sam Reinhart","BUF","C","82","263.45","2","13","8","5","15","46.88","27","7.41","5.95","52","48","44","32","0","1","6","3","3","0","0","0","6","2","1","11","0","7","9","43.75"
"589","Dylan Larkin","DET","C","76","185.43333333333","7","8","3","5","15","62.50","34","20.59","5.26","62","48","35","17","0","3","23","6","4","1","1","1","13","1","2","5","0","112","67","62.57"
"664","Brock Boeser","VAN","R","69","245.96666666667","6","9","4","5","15","55.56","69","8.70","6.5","135","94","67","10","0","3","6","3","3","0","0","0","8","0","0","11","0","3","4","42.86"
"671","Zach Werenski","CBJ","D","82","200.75","2","13","7","6","15","75.00","27","7.41","2.36","64","41","16","4","0","6","2","1","1","0","0","0","5","1","1","2","2","0","0","-"
"7","Justin Williams","CAR","R","82","221.21666666667","9","5","3","2","14","48.28","47","19.15","6.87","73","60","43","25","0","7","10","5","5","0","0","3","15","8","1","27","1","33","48","40.74"
"80","T.J. Oshie","WSH","R","69","231.81666666667","6","8","4","4","14","38.89","34","17.65","7.14","68","57","54","31","1","9","8","3","3","0","0","1","5","3","9","10","2","51","73","41.13"
"155","David Perron","STL","L","57","133.53333333333","7","7","3","4","14","73.68","19","36.84","2.16","43","27","27","8","1","1","2","1","1","0","0","0","5","1","2","2","0","3","7","30.00"
"184","Josh Bailey","NYI","R","82","202.78333333333","2","12","6","6","14","73.68","24","8.33","2.34","45","29","24","4","0","7","6","3","3","0","0","0","18","3","1","3","0","16","13","55.17"
"209","Cam Atkinson","CBJ","R","80","214.33333333333","8","6","1","5","14","73.68","67","11.94","7","102","84","62","22","0","5","8","4","4","0","0","0","4","1","2","2","0","1","2","33.33"
"227","Matt Duchene","CBJ, OTT","C","73","187.46666666667","6","8","6","2","14","56.00","24","25.00","3.96","44","38","28","11","1","3","0","0","0","0","0","0","12","1","0","5","0","100","82","54.95"
"241","Reilly Smith","VGK","R","74","180.71666666667","4","10","7","3","14","60.87","33","12.12","6.52","50","42","39","24","0","3","0","0","0","0","0","0","13","5","3","9","1","0","0","-"
"283","Jason Zucker","MIN","L","81","181.53333333333","7","7","4","3","14","63.64","29","24.14","4.52","58","43","27","10","0","3","10","5","5","0","0","1","4","0","4","3","0","1","3","25.00"
"382","William Karlsson","VGK","C","82","198.58333333333","7","7","4","3","14","70.00","29","24.14","3.91","51","37","31","14","1","2","2","1","1","0","0","1","3","3","2","7","2","60","69","46.51"
"450","Shayne Gostisbehere","PHI","D","78","271.25","4","10","6","4","14","51.85","65","6.15","4.1","149","86","27","2","0","11","4","2","2","0","0","0","6","4","5","3","3","0","0","-"
"498","Will Butcher","N.J","D","78","216.2","1","13","9","4","14","56.00","20","5.00","1.91","49","36","8","0","1","2","0","0","0","0","0","0","2","2","3","5","4","0","0","-"
"31","Jeff Carter","L.A","C","76","187.68333333333","5","8","2","6","13","59.09","45","11.11","6.72","72","60","48","28","1","8","6","3","3","0","0","3","6","0","4","3","1","80","55","59.26"
"143","James van Riemsdyk","PHI","L","66","182.96666666667","8","5","3","2","13","59.09","42","19.05","8.09","53","50","44","37","0","11","4","2","2","0","0","0","2","0","4","4","1","0","1","0.00"
"200","Adam Henrique","ANA","C","82","189.36666666667","8","5","2","3","13","56.52","29","27.59","5.02","53","44","38","24","0","2","4","2","2","0","0","2","4","4","5","3","1","80","76","51.28"
"231","Nazem Kadri","TOR","C","73","189.05","4","9","4","5","13","46.43","42","9.52","9.29","80","69","74","41","0","14","2","1","1","0","0","1","7","1","3","3","0","7","7","50.00"
"332","Micheal Ferland","CAR","L","71","139.45","6","7","4","3","13","65.00","23","26.09","5.01","39","35","34","24","0","3","17","4","1","3","0","0","12","3","7","9","0","7","13","35.00"
"359","Vincent Trocheck","FLA","C","55","134.6","3","10","4","6","13","65.00","30","10.00","3.13","51","44","17","6","0","4","6","3","3","0","0","0","8","1","2","7","1","45","34","56.96"
"408","Rickard Rakell","ANA","C, L","69","168.28333333333","6","7","4","3","13","59.09","44","13.64","4.38","66","54","37","10","1","4","0","0","0","0","0","0","8","1","7","10","1","3","1","75.00"
"409","Colin Miller","VGK","D","65","153.85","1","12","7","5","13","76.47","29","3.45","1.79","74","40","10","0","0","7","12","6","6","0","0","2","11","4","2","4","2","0","0","-"
"556","Anthony Mantha","DET","R","67","157.93333333333","7","6","4","2","13","65.00","44","15.91","4.76","68","55","32","12","1","4","4","2","2","0","0","0","10","4","2","4","0","3","4","42.86"
"798","Neal Pionk","NYR","D","73","109.26666666667","2","11","10","1","13","68.42","13","15.38","1.02","31","19","8","0","0","5","7","2","1","1","0","0","7","4","0","7","1","0","0","-"
"12","Jason Spezza","DAL","C","76","167.41666666667","2","10","8","2","12","44.44","25","8.00","2.89","47","32","23","11","1","3","6","3","3","0","0","0","5","4","1","5","0","51","35","59.30"
"13","Mikko Koivu","MIN","C","48","113.63333333333","2","10","6","4","12","80.00","20","10.00","1.67","29","23","11","5","0","2","6","3","3","0","0","0","3","0","1","6","1","57","43","57.00"
"32","Dustin Brown","L.A","R","72","184.75","9","3","1","2","12","48.00","29","31.03","4.79","37","30","24","18","0","5","0","0","0","0","0","0","3","1","10","6","0","0","0","-"
"59","Travis Zajac","N.J","C","80","213.23333333333","5","7","2","5","12","54.55","27","18.52","4.86","47","38","45","21","0","5","0","0","0","0","0","0","5","2","4","7","1","114","81","58.46"
"97","Patric Hornqvist","PIT","R","69","189.08333333333","6","6","1","5","12","33.33","48","12.50","8.92","66","58","61","41","0","8","2","1","1","0","0","0","3","2","11","9","0","0","1","0.00"
"190","Jordan Eberle","NYI","C, R","78","222.45","7","5","4","1","12","52.17","39","17.95","6.6","51","48","41","25","2","2","7","2","1","1","0","2","10","2","1","13","0","0","0","-"
"193","Roman Josi","NSH","D","82","244.1","2","10","7","3","12","70.59","50","4.00","4.73","94","68","26","8","1","8","0","0","0","0","0","0","6","3","0","4","3","0","0","-"
"203","Gustav Nyquist","DET, S.J","C, R","81","173.43333333333","2","10","4","6","12","85.71","31","6.45","4.52","52","41","41","12","0","4","4","2","2","0","0","1","7","2","0","6","2","1","2","33.33"
"229","Brayden Schenn","STL","C","72","173.36666666667","4","8","7","1","12","57.14","27","14.81","3.75","44","37","33","12","1","0","4","2","2","0","0","1","6","2","4","7","0","22","17","56.41"
"238","Chris Kreider","NYR","L","79","205.95","7","5","4","1","12","41.38","40","17.50","8.1","59","58","51","43","0","7","8","4","4","0","0","0","9","2","6","10","0","1","6","14.29"
"310","Taylor Hall","N.J","L","33","112.18333333333","1","11","6","5","12","80.00","19","5.26","1.6","41","29","12","0","0","1","2","1","1","0","0","0","13","1","1","6","2","5","2","71.43"
"424","Matt Dumba","MIN","D","32","86.966666666667","6","6","3","3","12","75.00","32","18.75","2.43","55","39","17","2","1","3","5","1","0","1","0","2","3","1","5","2","0","0","0","-"
"459","Damon Severson","N.J","D","82","203.21666666667","3","9","4","5","12","63.16","43","6.98","3.16","78","56","16","2","1","5","8","4","4","0","0","1","8","0","0","4","4","0","0","-"
"505","Pavel Buchnevich","NYR","R","64","125.05","7","5","1","4","12","66.67","22","31.82","2.72","41","27","20","7","0","6","2","1","1","0","0","0","6","2","1","5","0","0","0","-"
"27","Thomas Vanek","DET","L","64","164.71666666667","4","7","4","3","11","52.38","29","13.79","4.84","44","37","35","21","0","3","6","3","3","0","0","1","13","3","1","2","0","1","1","50.00"
"36","Ryan Getzlaf","ANA","C","67","180.23333333333","1","10","1","9","11","84.62","26","3.85","3.21","67","48","22","5","0","1","5","1","0","1","0","0","11","4","6","3","1","45","29","60.81"
"106","Kyle Okposo","BUF","R","78","147.45","7","4","2","2","11","68.75","34","20.59","4.27","53","41","27","14","0","2","2","1","1","0","0","0","2","1","8","6","1","15","18","45.45"
"113","Jeff Petry","MTL","D","82","208.13333333333","3","8","4","4","11","68.75","34","8.82","3.23","96","62","18","3","0","3","4","2","2","0","0","0","5","2","9","3","4","0","0","-"
"134","Jamie Benn","DAL","L","78","205.81666666667","8","3","2","1","11","39.29","42","19.05","8.55","72","63","58","39","0","7","13","5","4","1","0","1","10","4","8","8","2","46","49","48.42"
"142","Pat Maroon","STL","L","74","145.81666666667","2","9","5","4","11","52.38","23","8.70","5.26","38","36","36","27","0","4","23","7","4","3","0","1","2","1","0","6","0","0","0","-"
"210","Jared Spurgeon","MIN","D","82","199.91666666667","4","7","2","5","11","44.00","26","15.38","2.98","56","37","22","5","0","6","0","0","0","0","0","0","5","1","3","4","1","0","0","-"
"224","Jakob Silfverberg","ANA","R","73","153.16666666667","3","8","5","3","11","57.89","20","15.00","3.53","38","27","28","12","1","3","4","2","2","0","0","0","5","0","3","5","0","3","6","33.33"
"228","Evander Kane","S.J","L","75","144.7","5","6","1","5","11","55.00","37","13.51","5.68","59","49","44","25","0","4","12","6","6","0","0","4","4","1","4","5","0","15","25","37.50"
