id,player_name,team,position,age,dob,birth_city,birth_state,birth_country,nationality,height,weight,draft_year,draft_team,draft_round,draft_round_pick,total_draft_pick
69,James van Riemsdyk,PHI,L,32,1989-05-04,Middletown,-,USA,-,75,217,2007,PHI,1,2,2
70,Paul Byron,MTL,L,32,1989-04-27,Ottawa,-,CAN,-,69,158,2007,BUF,6,28,179
71,Sam Gagner,DET,C,32,1989-08-10,London,-,CAN,-,71,197,2007,EDM,1,6,6
72,Logan Couture,S.J,C,32,1989-03-28,Guelph,-,CAN,-,73,206,2007,S.J,1,9,9
73,P.K. Subban,N.J,D,32,1989-05-13,Toronto,-,CAN,-,72,210,2007,MTL,2,13,43
74,Riley Nash,"ARI, T.B, WPG",C,32,1989-05-09,Consort,-,CAN,-,74,188,2007,EDM,1,21,21
75,Thomas Hickey,NYI,D,32,1989-02-08,Calgary,-,CAN,-,72,185,2007,L.A,1,4,4
76,Kyle Turris,EDM,C,32,1989-08-14,New Westminster,-,CAN,-,73,190,2007,PHX,1,3,3
77,Brendan Smith,CAR,D,32,1989-02-08,Mimico,-,CAN,-,74,200,2007,DET,1,27,27
78,Colton Sceviour,EDM,C,32,1989-04-20,Red Deer,-,CAN,-,72,190,2007,DAL,4,21,112
79,David Perron,STL,L,33,1988-05-28,Sherbrooke,-,CAN,-,73,202,2007,STL,1,26,26
80,Patrick Kane,CHI,R,33,1988-11-19,Buffalo,-,USA,-,70,177,2007,CHI,1,1,1
81,Robert Bortuzzo,STL,D,32,1989-03-18,Thunder Bay,-,CAN,-,76,216,2007,PIT,3,17,78
82,Evgenii Dadonov,VGK,R,32,1989-03-12,Chelyabinsk,-,RUS,-,71,185,2007,FLA,3,10,71
83,Mikael Backlund,CGY,C,32,1989-03-17,Vasteras,-,SWE,-,72,200,2007,CGY,1,24,24
84,Ryan McDonagh,T.B,D,32,1989-06-13,St. Paul,-,USA,-,73,215,2007,MTL,1,12,12
85,Max Pacioretty,VGK,L,33,1988-11-20,New Canaan,-,USA,-,74,217,2007,MTL,1,22,22
86,Jakub Voracek,CBJ,R,32,1989-08-15,Kladno,-,CZE,-,74,209,2007,CBJ,1,7,7
87,Jake Muzzin,TOR,D,32,1989-02-21,Woodstock,-,CAN,-,75,226,2007,PIT,5,20,141
88,Alec Martinez,VGK,D,34,1987-07-26,Rochester Hills,-,USA,-,73,209,2007,L.A,4,4,95
89,Carl Hagelin,WSH,L,33,1988-08-23,Sodertalje,-,SWE,-,72,183,2007,NYR,6,17,168
90,Lars Eller,WSH,C,32,1989-05-08,Rodovre,-,DNK,-,74,205,2007,STL,1,13,13
91,Wayne Simmonds,TOR,R,33,1988-08-26,Scarborough,-,CAN,-,75,180,2007,L.A,2,31,61
92,Nick Holden,OTT,D,34,1987-05-15,St. Albert,-,CAN,-,76,214,-,-,-,-,-
93,Jay Beagle,ARI,C,36,1985-10-16,Calgary,-,CAN,-,75,210,-,-,-,-,-
94,Drew Doughty,L.A,D,32,1989-12-08,London,-,CAN,-,73,210,2008,L.A,1,2,2
95,Steven Stamkos,T.B,C,31,1990-02-07,Markham,-,CAN,-,73,193,2008,T.B,1,1,1
96,Alex Pietrangelo,VGK,D,32,1990-01-18,King City,-,CAN,-,75,213,2008,STL,1,4,4
97,Zach Bogosian,T.B,D,31,1990-07-15,Massena,-,USA,-,74,200,2008,ATL,1,3,3
98,Luke Schenn,VAN,D,32,1989-11-02,Saskatoon,-,CAN,-,74,225,2008,TOR,1,5,5
99,Josh Bailey,NYI,R,32,1989-10-02,Bowmanville,-,CAN,-,73,200,2008,NYI,1,9,9
100,Tyler Myers,VAN,D,32,1990-02-01,Houston,-,USA,-,80,229,2008,BUF,1,12,12
101,Erik Karlsson,S.J,D,31,1990-05-31,Landsbro,-,SWE,-,72,190,2008,OTT,1,15,15
102,Michael Del Zotto,OTT,D,31,1990-06-24,Stouffville,-,CAN,-,72,195,2008,NYR,1,20,20
103,Jordan Eberle,SEA,R,31,1990-05-15,Regina,-,CAN,-,71,187,2008,EDM,1,22,22
104,Tyler Ennis,OTT,R,32,1989-10-06,Edmonton,-,CAN,-,69,160,2008,BUF,1,26,26
105,John Carlson,WSH,D,32,1990-01-10,Natick,-,USA,-,75,215,2008,WSH,1,27,27
106,Roman Josi,NSH,D,31,1990-06-01,Bern,-,CHE,-,73,201,2008,NSH,2,8,38
107,Justin Schultz,WSH,D,31,1990-07-06,Kelowna,-,CAN,-,74,188,2008,ANA,2,13,43
108,Zac Dalpe,FLA,C,32,1989-11-01,Paris,-,CAN,-,74,197,2008,CAR,2,15,45
109,Travis Hamonic,VAN,D,31,1990-08-16,St. Malo,-,CAN,-,74,205,2008,NYI,2,23,53
110,Derek Stepan,CAR,C,31,1990-06-18,Hastings,-,USA,-,71,196,2008,NYR,2,21,51
111,Marco Scandella,STL,D,31,1990-02-23,Montreal,-,CAN,-,75,212,2008,MIN,2,25,55
112,Michael Stone,CGY,D,31,1990-06-07,Winnipeg,-,CAN,-,75,210,2008,PHX,3,8,69
113,Adam Henrique,ANA,C,31,1990-02-06,Brantford,-,CAN,-,72,195,2008,N.J,3,21,82
114,TJ Brodie,TOR,D,31,1990-06-07,Chatham,-,CAN,-,73,179,2008,CGY,4,23,114
115,Gustav Nyquist,CBJ,C,32,1989-09-01,Halmstad,-,SWE,-,71,176,2008,DET,4,30,121
116,Derek Grant,ANA,C,31,1990-04-20,Abbotsford,-,CAN,-,75,210,2008,OTT,4,28,119
117,Greg Pateryn,ANA,D,31,1990-06-20,Sterling Heights,-,USA,-,75,212,2008,TOR,5,7,128
118,Mark Borowiecki,NSH,D,32,1989-07-12,Ottawa,-,CAN,-,74,204,2008,OTT,5,18,139
119,Matt Martin,NYI,L,32,1989-05-08,Windsor,-,CAN,-,75,220,2008,NYI,5,27,148
120,Cam Atkinson,PHI,R,32,1989-06-05,Riverside,-,USA,-,68,176,2008,CBJ,6,6,157
121,Jared Spurgeon,MIN,D,32,1989-11-29,Edmonton,-,CAN,-,69,166,2008,NYI,6,5,156
122,Jordie Benn,MIN,D,34,1987-07-26,Victoria,-,CAN,-,74,196,-,-,-,-,-
123,Antoine Roussel,ARI,L,32,1989-11-21,Roubaix,-,FRA,-,71,200,-,-,-,-,-
124,Tyler Johnson,CHI,C,31,1990-07-29,Spokane,-,USA,-,68,185,-,-,-,-,-
125,Mike Hoffman,MTL,C,32,1989-11-24,Kitchener,-,CAN,-,72,184,2009,OTT,5,9,130
126,Tyler Bozak,STL,C,35,1986-03-19,Regina,-,CAN,-,73,187,-,-,-,-,-
127,Marcus Johansson,SEA,L,31,1990-10-06,Landskrona,-,SWE,-,73,203,2009,WSH,1,24,24
128,Kyle Palmieri,NYI,R,31,1991-02-01,Smithtown,-,USA,-,71,185,2009,ANA,1,26,26
129,Ryan O'Reilly,STL,C,30,1991-02-07,Clinton,-,CAN,-,73,207,2009,COL,2,3,33
130,Kyle Clifford,"STL, TOR",L,31,1991-01-13,Ayr,-,CAN,-,74,214,2009,L.A,2,5,35
131,Alex Chiasson,VAN,R,31,1990-10-01,Montreal,-,CAN,-,76,208,2009,DAL,2,8,38
132,Jakob Silfverberg,ANA,R,31,1990-10-13,Gävle,-,SWE,-,73,207,2009,OTT,2,9,39
133,John Tavares,TOR,C,31,1990-09-20,Mississauga,-,CAN,-,73,211,2009,NYI,1,1,1
134,Victor Hedman,T.B,D,31,1990-12-18,Ornskoldsvik,-,SWE,-,78,241,2009,T.B,1,2,2
135,Matt Duchene,NSH,C,31,1991-01-16,Haliburton,-,CAN,-,71,195,2009,COL,1,3,3
136,Evander Kane,EDM,L,30,1991-08-02,Vancouver,-,CAN,-,74,210,2009,ATL,1,4,4
137,Brayden Schenn,STL,C,30,1991-08-22,Saskatoon,-,CAN,-,73,199,2009,L.A,1,5,5
138,Oliver Ekman-Larsson,VAN,D,30,1991-07-17,Karlskrona,-,SWE,-,74,200,2009,PHX,1,6,6
139,Nazem Kadri,COL,C,31,1990-10-06,London,-,CAN,-,72,192,2009,TOR,1,7,7
140,Ryan Ellis,PHI,D,31,1991-01-03,Hamilton,-,CAN,-,70,180,2009,NSH,1,11,11
141,Calvin de Haan,CHI,D,30,1991-05-09,Carp,-,CAN,-,73,195,2009,NYI,1,12,12
142,Zack Kassian,EDM,R,31,1991-01-24,Windsor,-,CAN,-,75,211,2009,BUF,1,13,13
143,Dmitry Kulikov,MIN,D,31,1990-10-29,Lipetsk,-,RUS,-,73,201,2009,FLA,1,14,14
144,Nick Leddy,DET,D,30,1991-03-20,Eden Prairie,-,USA,-,72,205,2009,MIN,1,16,16
145,Chris Kreider,NYR,L,30,1991-04-30,Boxford,-,USA,-,75,223,2009,NYR,1,19,19
146,John Moore,BOS,D,31,1990-11-19,Winnetka,-,USA,-,75,207,2009,CBJ,1,21,21
147,Brayden McNabb,VGK,D,31,1991-01-21,Davidson,-,CAN,-,76,214,2009,BUF,3,5,66
148,Reilly Smith,VGK,R,30,1991-04-01,Toronto,-,CAN,-,73,180,2009,DAL,3,8,69
149,Tomas Tatar,N.J,L,31,1990-12-01,Ilava,-,SVK,-,70,173,2009,DET,2,30,60
150,Tyson Barrie,EDM,D,30,1991-07-26,Victoria,-,CAN,-,71,197,2009,COL,3,3,64
151,Dmitry Orlov,WSH,D,30,1991-07-23,Novokuznetsk,-,RUS,-,71,214,2009,WSH,2,25,55
152,Brian Dumoulin,PIT,D,30,1991-09-06,Biddeford,-,USA,-,76,207,2009,CAR,2,21,51
153,Richard Panik,NYI,R,30,1991-02-07,Martin,-,SVK,-,73,203,2009,T.B,2,22,52
154,Mattias Ekholm,NSH,D,31,1990-05-24,Borlange,-,SWE,-,76,215,2009,NSH,4,11,102
155,Marcus Foligno,MIN,L,30,1991-08-10,Buffalo,-,USA,-,75,226,2009,BUF,4,13,104
156,Craig Smith,BOS,C,32,1989-09-05,Madison,-,USA,-,72,207,2009,NSH,4,7,98
157,Chris Wideman,MTL,D,32,1990-01-07,St. Louis,-,USA,-,70,180,2009,OTT,4,9,100
158,Casey Cizikas,NYI,C,30,1991-02-27,Toronto,-,CAN,-,71,195,2009,NYI,4,1,92
159,David Savard,MTL,D,31,1990-10-22,St. Hyacinthe,-,CAN,-,73,234,2009,CBJ,4,3,94
160,Nicolas Deslauriers,ANA,L,30,1991-02-22,LaSalle,-,CAN,-,73,220,2009,L.A,3,23,84
161,Cody Eakin,BUF,C,30,1991-05-24,Winnipeg,-,CAN,-,72,196,2009,WSH,3,24,85
162,Kevin Connauton,"FLA, PHI",D,31,1990-02-23,Edmonton,-,CAN,-,74,205,2009,VAN,3,22,83
163,Ben Chiarot,MTL,D,30,1991-05-09,Hamilton,-,CAN,-,75,234,2009,ATL,4,29,120
164,Erik Haula,BOS,L,30,1991-03-23,Pori,-,FIN,-,71,191,2009,MIN,7,1,182
165,Anders Lee,NYI,L,31,1990-07-03,Edina,-,USA,-,75,235,2009,NYI,6,1,152
166,Nick Jensen,WSH,D,31,1990-09-21,St. Paul,-,USA,-,73,205,2009,DET,5,29,150
167,Nic Dowd,WSH,C,31,1990-05-27,Huntsville,-,USA,-,73,193,2009,L.A,7,17,198
168,Justin Dowling,VAN,C,31,1990-10-01,Calgary,-,CAN,-,70,180,-,-,-,-,-
169,Brenden Dillon,WPG,D,31,1990-11-13,New Westminster,-,CAN,-,76,220,-,-,-,-,-
170,Andrew Agozzino,OTT,L,31,1991-01-03,Kleinburg,-,CAN,-,70,187,-,-,-,-,-
171,Radko Gudas,FLA,D,31,1990-06-05,Prague,-,CZE,-,72,208,2010,T.B,3,6,66
172,Matt Irwin,WSH,D,34,1987-11-29,Victoria,-,CAN,-,74,200,-,-,-,-,-
173,Christopher Tanev,CGY,D,32,1989-12-20,Toronto,-,CAN,-,74,197,-,-,-,-,-
174,Mats Zuccarello,MIN,R,34,1987-09-01,Oslo,-,NOR,-,68,181,-,-,-,-,-
175,Calle Jarnkrok,SEA,C,30,1991-09-25,Gävle,-,SWE,-,71,186,2010,DET,2,21,51
176,Justin Holl,TOR,D,30,1992-01-30,Tonka Bay,-,USA,-,76,194,2010,CHI,2,24,54
177,Jason Zucker,PIT,L,30,1992-01-16,Newport Beach,-,USA,-,71,192,2010,MIN,2,29,59
178,Tyler Toffoli,MTL,R,29,1992-04-24,Scarborough,-,CAN,-,72,196,2010,L.A,2,17,47
179,Johan Larsson,ARI,L,29,1992-07-25,Lau,-,SWE,-,71,206,2010,MIN,2,26,56
180,Greg McKegg,NYR,C,29,1992-06-17,St. Thomas,-,CAN,-,72,195,2010,TOR,3,2,62
181,Evgeny Kuznetsov,WSH,C,29,1992-05-19,Chelyabinsk,-,RUS,-,74,207,2010,WSH,1,26,26
182,Charlie Coyle,BOS,C,29,1992-03-02,E. Weymouth,-,USA,-,75,214,2010,S.J,1,28,28
183,Patrik Nemeth,NYR,D,29,1992-02-08,Stockholm,-,SWE,-,76,230,2010,DAL,2,11,41
184,Jon Merrill,MIN,D,30,1992-02-03,Oklahoma City,-,USA,-,75,204,2010,N.J,2,8,38
185,Tyler Pitlick,CGY,C,30,1991-11-01,Minneapolis,-,USA,-,74,200,2010,EDM,2,1,31
186,Justin Faulk,STL,D,29,1992-03-20,South St.Paul,-,USA,-,72,214,2010,CAR,2,7,37
187,Brock Nelson,NYI,C,30,1991-10-15,Warroad,-,USA,-,76,212,2010,NYI,1,30,30
188,Nick Bjugstad,MIN,C,29,1992-07-17,Minneapolis,-,USA,-,78,209,2010,FLA,1,19,19
189,Derek Forbort,BOS,D,29,1992-03-04,Duluth,-,USA,-,76,219,2010,L.A,1,15,15
190,Kevin Hayes,PHI,C,29,1992-05-08,Dorchester,-,USA,-,77,216,2010,CHI,1,24,24
191,Cam Fowler,ANA,D,30,1991-12-05,Windsor,-,CAN,-,74,215,2010,ANA,1,12,12
192,Vladimir Tarasenko,STL,R,30,1991-12-13,Yaroslavl,-,RUS,-,73,228,2010,STL,1,16,16
193,Austin Watson,OTT,L,30,1992-01-13,Ann Arbor,-,USA,-,76,204,2010,NSH,1,18,18
194,Jaden Schwartz,SEA,C,29,1992-06-25,Wilcox,-,CAN,-,70,190,2010,STL,1,14,14
195,Riley Sheahan,SEA,C,30,1991-12-07,St. Catharines,-,CAN,-,74,216,2010,DET,1,21,21
196,Jeff Skinner,BUF,L,29,1992-05-16,Toronto,-,CAN,-,71,197,2010,CAR,1,7,7
197,Zach Hyman,EDM,L,29,1992-06-09,Toronto,-,CAN,-,73,211,2010,FLA,5,3,123
198,Erik Gudbranson,CGY,D,30,1992-01-07,Ottawa,-,CAN,-,77,222,2010,FLA,1,3,3
199,Taylor Hall,BOS,L,30,1991-11-14,Calgary,-,CAN,-,73,207,2010,EDM,1,1,1
200,Brett Connolly,CHI,R,29,1992-05-02,Campbell River,-,CAN,-,75,198,2010,T.B,1,6,6
201,Ryan Johansen,NSH,C,29,1992-07-31,Vancouver,-,CAN,-,75,218,2010,CBJ,1,4,4
202,Tyler Seguin,DAL,C,30,1992-01-31,Brampton,-,CAN,-,73,200,2010,BOS,1,2,2
203,Mark Pysyk,BUF,D,30,1992-01-11,Sherwood Park,-,CAN,-,73,198,2010,BUF,1,23,23
204,Jarred Tinordi,NYR,D,29,1992-02-20,Burnsville,-,USA,-,78,232,2010,MTL,1,22,22
205,Mikael Granlund,NSH,C,29,1992-02-26,Oulu,-,FIN,-,70,185,2010,MIN,1,9,9
206,Nino Niederreiter,CAR,R,29,1992-09-08,Chur,-,CHE,-,74,218,2010,NYI,1,5,5
207,Bryan Rust,PIT,R,29,1992-05-11,Pontiac,-,USA,-,71,192,2010,PIT,3,20,80
208,Joonas Donskoi,SEA,R,29,1992-04-13,Raahe,-,FIN,-,72,190,2010,FLA,4,9,99
209,Jani Hakanpaa,DAL,D,29,1992-03-31,Kirkkonummi,-,FIN,-,78,220,2010,STL,4,14,104
210,Sam Carrick,ANA,C,29,1992-02-04,Markham,-,CAN,-,72,200,2010,TOR,5,24,144
211,Brendan Gallagher,MTL,R,29,1992-05-06,Edmonton,-,CAN,-,69,184,2010,MTL,5,27,147
212,Jesper Fast,CAR,R,30,1991-12-02,Nassjo,-,SWE,-,73,191,2010,NYR,6,7,157
213,John Klingberg,DAL,D,29,1992-08-14,Gothenburg,-,SWE,-,75,190,2010,DAL,5,11,131
214,Mark Stone,VGK,R,29,1992-05-13,Winnipeg,-,CAN,-,75,209,2010,OTT,6,28,178
215,Michael Sgarbossa,WSH,C,29,1992-07-25,Campbellville,-,CAN,-,72,179,-,-,-,-,-
216,Alex Belzile,MTL,R,30,1991-08-31,Rivière-du-Loup,-,CAN,-,72,197,-,-,-,-,-
217,Colin Blackwell,SEA,C,28,1993-03-28,Lawrence,-,USA,-,69,190,2011,S.J,7,13,193
218,Matthew Peca,STL,C,28,1993-04-27,Petawawa,-,CAN,-,68,181,2011,T.B,7,20,201
219,Ryan Dzingel,ARI,C,29,1992-03-09,Wheaton,-,USA,-,72,190,2011,OTT,7,23,204
220,Ondrej Palat,T.B,L,30,1991-03-28,Frydek-Mistek,-,CZE,-,72,194,2011,T.B,7,27,208
221,Josh Manson,ANA,D,30,1991-10-07,Hinsdale,-,USA,-,75,218,2011,ANA,6,9,160
222,Max McCormick,SEA,L,29,1992-05-01,De Pere,-,USA,-,71,188,2011,OTT,6,20,171
223,Travis Boyd,ARI,C,28,1993-09-14,Hopkins,-,USA,-,72,190,2011,WSH,6,26,177
224,Dylan DeMelo,WPG,D,28,1993-05-01,London,-,CAN,-,72,191,2011,S.J,6,28,179
225,Gregory Hofmann,CBJ,C,29,1992-11-13,Tramelan,-,CHE,-,72,194,2011,CAR,4,12,103
226,Johnny Gaudreau,CGY,L,28,1993-08-13,Salem,-,USA,-,69,165,2011,CGY,4,13,104
227,Fredrik Claesson,T.B,D,29,1992-11-24,Stockholm,-,SWE,-,73,196,2011,OTT,5,5,126
228,Nick Seeler,PHI,D,28,1993-06-03,Eden Prairie,-,USA,-,74,201,2011,MIN,5,10,131
229,Sean Kuraly,CBJ,C,29,1993-01-20,Dublin,-,USA,-,74,205,2011,S.J,5,12,133
230,Vincent Trocheck,CAR,C,28,1993-07-11,Pittsburgh,-,USA,-,70,183,2011,FLA,3,3,64
231,T.J. Tynan,L.A,C,29,1992-02-25,Orland Park,-,USA,-,68,165,2011,CBJ,3,5,66
232,Adam Lowry,WPG,C,28,1993-03-29,St. Louis,-,USA,-,77,210,2011,WPG,3,6,67
233,Nick Cousins,NSH,C,28,1993-07-20,Belleville,-,CAN,-,71,183,2011,PHI,3,7,68
234,Steven Fogarty,BOS,C,28,1993-04-19,Chambersburg,-,USA,-,75,204,2011,NYR,3,11,72
235,Blake Coleman,CGY,C,30,1991-11-28,Plano,-,USA,-,71,207,2011,N.J,3,14,75
236,Logan Shaw,OTT,R,29,1992-10-05,Glace Bay,-,CAN,-,75,208,2011,FLA,3,15,76
237,Andy Andreoff,NYI,C,30,1991-05-17,Pickering,-,CAN,-,73,200,2011,L.A,3,19,80
238,Josh Leivo,CAR,L,28,1993-05-26,Innisfil,-,CAN,-,74,192,2011,TOR,3,25,86
239,Kyle Rau,MIN,C,29,1992-10-24,Eden Prairie,-,USA,-,69,171,2011,FLA,3,30,91
240,Jean-Gabriel Pageau,NYI,C,29,1992-11-11,Ottawa,-,CAN,-,71,180,2011,OTT,4,5,96
241,Mike Reilly,BOS,D,28,1993-07-13,Chicago,-,USA,-,74,198,2011,CBJ,4,7,98
242,Rocco Grimaldi,NSH,R,28,1993-02-08,Anaheim,-,USA,-,66,180,2011,FLA,2,3,33
243,Scott Mayfield,NYI,D,29,1992-10-14,St. Louis,-,USA,-,77,220,2011,NYI,2,4,34
244,Boone Jenner,CBJ,C,28,1993-06-15,Dorchester,-,CAN,-,74,205,2011,CBJ,2,7,37
245,Dmitrij Jaskin,ARI,R,28,1993-03-23,Omsk,-,RUS,-,74,216,2011,STL,2,11,41
246,Victor Rask,MIN,C,28,1993-03-01,Leksand,-,SWE,-,74,199,2011,CAR,2,12,42
247,Brandon Saad,STL,L,29,1992-10-27,Pittsburgh,-,USA,-,73,215,2011,CHI,2,13,43
