id,player_name,team,position,age,dob,birth_city,birth_state,birth_country,nationality,height,weight,draft_year,draft_team,draft_round,draft_round_pick,total_draft_pick
76,Kasimir Kaskisuo,TOR,G,27,1993-10-02,Vantaa,-,FIN,-,75,203,-,-,-,-,-
77,Charlie Lindgren,MTL,G,27,1993-12-18,Lakeville,-,USA,-,73,182,-,-,-,-,-
78,Alex Lyon,PHI,G,28,1992-12-09,Baudette,-,USA,-,73,201,-,-,-,-,-
79,Carter Hart,PHI,G,23,1998-08-13,Sherwood Park,-,CAN,-,73,181,2016,PHI,2,18,48
80,David Rittich,CGY,G,29,1992-08-19,Jihlava,-,CZE,-,75,206,-,-,-,-,-
81,Adam Werner,COL,G,24,1997-05-02,Mariestad,-,SWE,-,77,205,2016,COL,5,10,131
82,Michael Dipietro,VAN,G,22,1999-06-09,Windsor,-,CAN,-,72,200,2017,VAN,3,2,64
83,Cayden Primeau,MTL,G,22,1999-08-11,Farmington Hills,-,USA,-,75,209,2017,MTL,7,13,199
84,Matiss Kivlenieks,CBJ,G,24,1996-08-26,Riga,-,LVA,-,74,183,-,-,-,-,-
85,Gilles Senn,N.J,G,25,1996-03-01,Bülach,-,CHE,-,77,191,2017,N.J,5,5,129
86,Alexandar Georgiev,NYR,G,25,1996-02-10,Moscow,-,RUS,-,73,178,-,-,-,-,-
87,Pavel Francouz,COL,G,31,1990-06-03,Plzen,-,CZE,-,72,179,-,-,-,-,-
