id,player_name,team,position,age,dob,birth_city,birth_state,birth_country,nationality,height,weight,draft_year,draft_team,draft_round,draft_round_pick,total_draft_pick
38,Sidney Crosby,PIT,C,33,1987-08-07,Cole Harbour,-,CAN,-,71,200,2005,PIT,1,1,1
39,Bobby Ryan,DET,R,34,1987-03-17,Cherry Hill,-,USA,-,74,208,2005,ANA,1,2,2
40,Jack Johnson,NYR,D,34,1987-01-13,Indianapolis,-,USA,-,73,227,2005,CAR,1,3,3
41,Anze Kopitar,L.A,C,33,1987-08-24,Jesenice,-,SVN,-,75,225,2005,L.A,1,11,11
42,Marc Staal,DET,D,34,1987-01-13,Thunder Bay,-,CAN,-,76,209,2005,NYR,1,12,12
43,T.J. Oshie,WSH,R,34,1986-12-23,Everett,-,USA,-,71,196,2005,STL,1,24,24
44,Andrew Cogliano,DAL,C,34,1987-06-14,Toronto,-,CAN,-,70,175,2005,EDM,1,25,25
45,James Neal,EDM,L,33,1987-09-03,Whitby,-,CAN,-,74,212,2005,DAL,2,3,33
46,Marc-Edouard Vlasic,S.J,D,34,1987-03-30,Montreal,-,CAN,-,73,205,2005,S.J,2,5,35
47,Kris Letang,PIT,D,34,1987-04-24,Montreal,-,CAN,-,72,201,2005,PIT,3,1,62
48,Kris Russell,EDM,D,34,1987-05-02,Caroline,-,CAN,-,70,170,2005,CBJ,3,6,67
49,Keith Yandle,FLA,D,34,1986-09-09,Boston,-,USA,-,73,192,2005,PHX,4,14,105
50,Niklas Hjalmarsson,ARI,D,34,1987-06-06,Eksjo,-,SWE,-,75,197,2005,CHI,4,17,108
51,Darren Helm,DET,L,34,1987-01-21,St. Andrews,-,CAN,-,72,192,2005,DET,5,7,132
52,Nathan Gerbe,CBJ,C,33,1987-07-24,Oxford,-,USA,-,64,176,2005,BUF,5,17,142
53,Ryan Reaves,VGK,R,34,1987-01-20,Winnipeg,-,CAN,-,73,225,2005,STL,5,31,156
54,Anton Stralman,FLA,D,34,1986-08-01,Tibro,-,SWE,-,71,186,2005,TOR,7,22,216
55,Patric Hornqvist,FLA,R,34,1987-01-01,Sollentuna,-,SWE,-,71,189,2005,NSH,7,36,230
56,Andy Greene,NYI,D,38,1982-10-30,Trenton,-,USA,-,71,190,-,-,-,-,-
57,Alex Biega,DET,D,33,1988-04-04,Montreal,-,CAN,-,70,199,2006,BUF,5,24,147
58,Brad Marchand,BOS,"C, L",33,1988-05-11,Halifax,-,CAN,-,69,181,2006,BOS,3,8,71
59,Nick Foligno,"CBJ, TOR",L,33,1987-10-31,Buffalo,-,USA,-,72,211,2006,OTT,1,28,28
60,Erik Johnson,COL,D,33,1988-03-21,Bloomington,-,USA,-,76,225,2006,STL,1,1,1
61,Kyle Okposo,BUF,R,33,1988-04-16,St. Paul,-,USA,-,72,220,2006,NYI,1,7,7
62,Trevor Lewis,WPG,C,34,1987-01-08,Salt Lake City,-,USA,-,73,202,2006,L.A,1,17,17
63,Leo Komarov,NYI,R,34,1987-01-23,Narva,-,EST,-,71,208,2006,TOR,6,27,180
64,Milan Lucic,CGY,L,33,1988-06-07,Vancouver,-,CAN,-,75,231,2006,BOS,2,20,50
65,Cal Clutterbuck,NYI,R,33,1987-11-18,Welland,-,CAN,-,71,215,2006,MIN,3,9,72
66,Jeff Petry,MTL,D,33,1987-12-09,Ann Arbor,-,USA,-,75,208,2006,EDM,2,15,45
67,Claude Giroux,PHI,C,33,1988-01-12,Hearst,-,CAN,-,71,185,2006,PHI,1,22,22
68,Jordan Staal,CAR,C,32,1988-09-10,Thunder Bay,-,CAN,-,76,220,2006,PIT,1,2,2
69,Derick Brassard,ARI,C,33,1987-09-22,Hull,-,CAN,-,73,202,2006,CBJ,1,6,6
70,Phil Kessel,ARI,R,33,1987-10-02,Madison,-,USA,-,72,202,2006,BOS,1,5,5
71,Nicklas Backstrom,WSH,C,33,1987-11-23,Gävle,-,SWE,-,73,206,2006,WSH,1,4,4
72,Michael Frolik,MTL,R,33,1988-02-17,Kladno,-,CZE,-,73,186,2006,FLA,1,10,10
73,Artem Anisimov,OTT,C,33,1988-05-24,Yaroslavl,-,RUS,-,76,199,2006,NYR,2,24,54
74,Mathieu Perreault,WPG,L,33,1988-01-05,Drummondville,-,CAN,-,70,188,2006,WSH,6,24,177
75,Alex Killorn,T.B,L,31,1989-09-14,Halifax,-,CAN,-,73,199,2007,T.B,3,16,77
76,Jamie Benn,DAL,L,31,1989-07-18,Victoria,-,CAN,-,74,210,2007,DAL,5,8,129
77,Steven Kampfer,BOS,D,32,1988-09-24,Ann Arbor,-,USA,-,71,198,2007,ANA,4,2,93
78,Nick Bonino,MIN,C,33,1988-04-20,Hartford,-,USA,-,73,195,2007,S.J,6,22,173
79,Ian Cole,"COL, MIN",D,32,1989-02-21,Ann Arbor,-,USA,-,73,225,2007,STL,1,18,18
80,Justin Braun,PHI,D,34,1987-02-10,Minneapolis,-,USA,-,74,205,2007,S.J,7,20,201
81,Kevin Shattenkirk,ANA,D,32,1989-01-29,New Rochelle,-,USA,-,72,203,2007,COL,1,14,14
82,Pat Maroon,T.B,L,33,1988-04-23,St. Louis,-,USA,-,75,238,2007,PHI,6,10,161
83,James van Riemsdyk,PHI,L,32,1989-05-04,Middletown,-,USA,-,75,217,2007,PHI,1,2,2
84,Paul Byron,MTL,L,32,1989-04-27,Ottawa,-,CAN,-,69,165,2007,BUF,6,28,179
85,Sam Gagner,DET,C,31,1989-08-10,London,-,CAN,-,71,200,2007,EDM,1,6,6
86,Logan Couture,S.J,C,32,1989-03-28,Guelph,-,CAN,-,73,200,2007,S.J,1,9,9
87,P.K. Subban,N.J,D,32,1989-05-13,Toronto,-,CAN,-,72,210,2007,MTL,2,13,43
88,Riley Nash,CBJ,C,32,1989-05-09,Consort,-,CAN,-,73,188,2007,EDM,1,21,21
89,Thomas Hickey,NYI,D,32,1989-02-08,Calgary,-,CAN,-,72,186,2007,L.A,1,4,4
90,Kyle Turris,EDM,C,31,1989-08-14,New Westminster,-,CAN,-,73,190,2007,PHX,1,3,3
91,Brendan Smith,NYR,D,32,1989-02-08,Mimico,-,CAN,-,74,200,2007,DET,1,27,27
92,Brandon Sutter,VAN,C,32,1989-02-14,Huntington,-,USA,-,75,190,2007,CAR,1,11,11
93,Colton Sceviour,PIT,"C, R",32,1989-04-20,Red Deer,-,CAN,-,72,190,2007,DAL,4,21,112
94,David Perron,STL,L,33,1988-05-28,Sherbrooke,-,CAN,-,72,200,2007,STL,1,26,26
95,Carl Gunnarsson,STL,D,34,1986-11-09,Orebro,-,SWE,-,74,198,2007,TOR,7,13,194
96,Yannick Weber,PIT,D,32,1988-09-23,Morges,-,CHE,-,71,200,2007,MTL,3,12,73
97,Patrick Kane,CHI,R,32,1988-11-19,Buffalo,-,USA,-,71,177,2007,CHI,1,1,1
98,Robert Bortuzzo,STL,D,32,1989-03-18,Thunder Bay,-,CAN,-,76,216,2007,PIT,3,17,78
99,Evgenii Dadonov,OTT,R,32,1989-03-12,Chelyabinsk,-,RUS,-,71,185,2007,FLA,3,10,71
100,Mikael Backlund,CGY,C,32,1989-03-17,Vasteras,-,SWE,-,73,200,2007,CGY,1,24,24
101,Ryan McDonagh,T.B,D,32,1989-06-13,St. Paul,-,USA,-,73,215,2007,MTL,1,12,12
102,Max Pacioretty,VGK,L,32,1988-11-20,New Canaan,-,USA,-,74,215,2007,MTL,1,22,22
103,Jakub Voracek,PHI,R,31,1989-08-15,Kladno,-,CZE,-,74,214,2007,CBJ,1,7,7
104,Jake Muzzin,TOR,D,32,1989-02-21,Woodstock,-,CAN,-,75,217,2007,PIT,5,20,141
105,Alec Martinez,VGK,D,33,1987-07-26,Rochester Hills,-,USA,-,73,209,2007,L.A,4,4,95
106,Carl Hagelin,WSH,L,32,1988-08-23,Sodertalje,-,SWE,-,71,185,2007,NYR,6,17,168
107,Lars Eller,WSH,C,32,1989-05-08,Rodovre,-,DNK,-,74,208,2007,STL,1,13,13
108,Wayne Simmonds,TOR,R,32,1988-08-26,Scarborough,-,CAN,-,74,185,2007,L.A,2,31,61
109,Nick Holden,VGK,D,34,1987-05-15,St. Albert,-,CAN,-,76,214,-,-,-,-,-
110,Jason Demers,ARI,D,33,1988-06-09,Dorval,-,CAN,-,73,195,2008,S.J,7,5,186
111,Micheal Haley,OTT,L,35,1986-03-30,Guelph,-,CAN,-,71,213,-,-,-,-,-
112,Jay Beagle,VAN,C,35,1985-10-16,Calgary,-,CAN,-,75,210,-,-,-,-,-
113,Drew Doughty,L.A,D,31,1989-12-08,London,-,CAN,-,73,202,2008,L.A,1,2,2
114,Steven Stamkos,T.B,C,31,1990-02-07,Markham,-,CAN,-,73,193,2008,T.B,1,1,1
115,Alex Pietrangelo,VGK,D,31,1990-01-18,King City,-,CAN,-,75,210,2008,STL,1,4,4
116,Zach Bogosian,TOR,D,30,1990-07-15,Massena,-,USA,-,75,200,2008,ATL,1,3,3
117,Luke Schenn,T.B,D,31,1989-11-02,Saskatoon,-,CAN,-,74,225,2008,TOR,1,5,5
118,Josh Bailey,NYI,R,31,1989-10-02,Bowmanville,-,CAN,-,73,200,2008,NYI,1,9,9
119,Tyler Myers,VAN,D,31,1990-02-01,Houston,-,USA,-,80,229,2008,BUF,1,12,12
120,Erik Karlsson,S.J,D,31,1990-05-31,Landsbro,-,SWE,-,72,190,2008,OTT,1,15,15
121,Luca Sbisa,NSH,D,31,1990-01-30,Ozieri,-,ITA,-,74,206,2008,PHI,1,19,19
122,Jake Gardiner,CAR,D,31,1990-07-04,Minnetonka,-,USA,-,74,203,2008,ANA,1,17,17
123,Michael Del Zotto,CBJ,D,31,1990-06-24,Stouffville,-,CAN,-,72,195,2008,NYR,1,20,20
124,Jordan Eberle,NYI,R,31,1990-05-15,Regina,-,CAN,-,71,187,2008,EDM,1,22,22
125,Tyler Ennis,EDM,C,31,1989-10-06,Edmonton,-,CAN,-,69,161,2008,BUF,1,26,26
126,John Carlson,WSH,D,31,1990-01-10,Natick,-,USA,-,75,215,2008,WSH,1,27,27
127,Roman Josi,NSH,D,31,1990-06-01,Bern,-,CHE,-,73,201,2008,NSH,2,8,38
128,Justin Schultz,WSH,D,31,1990-07-06,Kelowna,-,CAN,-,74,186,2008,ANA,2,13,43
129,Aaron Ness,ARI,D,31,1990-05-18,Roseau,-,USA,-,70,184,2008,NYI,2,10,40
130,Zac Dalpe,CBJ,C,31,1989-11-01,Paris,-,CAN,-,74,197,2008,CAR,2,15,45
131,Travis Hamonic,VAN,D,30,1990-08-16,St. Malo,-,CAN,-,74,205,2008,NYI,2,23,53
132,Derek Stepan,OTT,C,31,1990-06-18,Hastings,-,USA,-,72,196,2008,NYR,2,21,51
133,Marco Scandella,STL,D,31,1990-02-23,Montreal,-,CAN,-,75,212,2008,MIN,2,25,55
134,Michael Stone,CGY,D,31,1990-06-07,Winnipeg,-,CAN,-,75,210,2008,PHX,3,8,69
135,Adam Henrique,ANA,C,31,1990-02-06,Brantford,-,CAN,-,72,188,2008,N.J,3,21,82
136,TJ Brodie,TOR,D,31,1990-06-07,Chatham,-,CAN,-,73,185,2008,CGY,4,23,114
137,Derek Grant,ANA,C,31,1990-04-20,Abbotsford,-,CAN,-,75,206,2008,OTT,4,28,119
138,Matt Calvert,COL,L,31,1989-12-24,Brandon,-,CAN,-,71,186,2008,CBJ,5,6,127
139,Greg Pateryn,"COL, MIN, S.J",D,31,1990-06-20,Sterling Heights,-,USA,-,75,212,2008,TOR,5,7,128
140,Mark Borowiecki,NSH,D,31,1989-07-12,Ottawa,-,CAN,-,73,204,2008,OTT,5,18,139
141,Matt Martin,NYI,L,32,1989-05-08,Windsor,-,CAN,-,75,220,2008,NYI,5,27,148
142,Cam Atkinson,CBJ,R,32,1989-06-05,Riverside,-,USA,-,68,176,2008,CBJ,6,6,157
143,Jared Spurgeon,MIN,D,31,1989-11-29,Edmonton,-,CAN,-,69,167,2008,NYI,6,5,156
144,Zac Rinaldo,CGY,C,31,1990-06-15,Mississauga,-,CAN,-,70,192,2008,PHI,6,27,178
145,Matt Bartkowski,MIN,D,33,1988-06-04,Pittsburgh,-,USA,-,73,201,2008,FLA,7,9,190
146,Jordie Benn,"VAN, WPG",D,33,1987-07-26,Victoria,-,CAN,-,74,199,-,-,-,-,-
147,Antoine Roussel,VAN,L,31,1989-11-21,Roubaix,-,FRA,-,71,199,-,-,-,-,-
148,Tyler Johnson,T.B,C,30,1990-07-29,Spokane,-,USA,-,68,185,-,-,-,-,-
149,Mike Hoffman,STL,C,31,1989-11-24,Kitchener,-,CAN,-,72,182,2009,OTT,5,9,130
150,Tyler Bozak,STL,C,35,1986-03-19,Regina,-,CAN,-,73,199,-,-,-,-,-
151,Marcus Johansson,MIN,C,30,1990-10-06,Landskrona,-,SWE,-,73,203,2009,WSH,1,24,24
152,Kyle Palmieri,"N.J, NYI","C, R",30,1991-02-01,Smithtown,-,USA,-,71,185,2009,ANA,1,26,26
153,Ryan O'Reilly,STL,C,30,1991-02-07,Clinton,-,CAN,-,73,216,2009,COL,2,3,33
154,Kyle Clifford,STL,L,30,1991-01-13,Ayr,-,CAN,-,74,211,2009,L.A,2,5,35
155,Alex Chiasson,EDM,R,30,1990-10-01,Montreal,-,CAN,-,76,208,2009,DAL,2,8,38
156,Jakob Silfverberg,ANA,R,30,1990-10-13,Gävle,-,SWE,-,74,208,2009,OTT,2,9,39
157,John Tavares,TOR,C,30,1990-09-20,Mississauga,-,CAN,-,73,215,2009,NYI,1,1,1
158,Victor Hedman,T.B,D,30,1990-12-18,Ornskoldsvik,-,SWE,-,78,241,2009,T.B,1,2,2
159,Matt Duchene,NSH,C,30,1991-01-16,Haliburton,-,CAN,-,71,195,2009,COL,1,3,3
160,Evander Kane,S.J,L,29,1991-08-02,Vancouver,-,CAN,-,74,210,2009,ATL,1,4,4
161,Brayden Schenn,STL,C,29,1991-08-22,Saskatoon,-,CAN,-,73,200,2009,L.A,1,5,5
162,Oliver Ekman-Larsson,ARI,D,29,1991-07-17,Karlskrona,-,SWE,-,74,200,2009,PHX,1,6,6
163,Nazem Kadri,COL,C,30,1990-10-06,London,-,CAN,-,72,192,2009,TOR,1,7,7
164,Ryan Ellis,NSH,D,30,1991-01-03,Hamilton,-,CAN,-,70,180,2009,NSH,1,11,11
165,Calvin de Haan,CHI,D,30,1991-05-09,Carp,-,CAN,-,73,195,2009,NYI,1,12,12
166,Zack Kassian,EDM,R,30,1991-01-24,Windsor,-,CAN,-,75,211,2009,BUF,1,13,13
167,Dmitry Kulikov,"EDM, N.J",D,30,1990-10-29,Lipetsk,-,RUS,-,73,204,2009,FLA,1,14,14
168,Nick Leddy,NYI,D,30,1991-03-20,Eden Prairie,-,USA,-,72,207,2009,MIN,1,16,16
169,Chris Kreider,NYR,L,30,1991-04-30,Boxford,-,USA,-,75,217,2009,NYR,1,19,19
170,John Moore,BOS,D,30,1990-11-19,Winnetka,-,USA,-,74,210,2009,CBJ,1,21,21
171,Brayden McNabb,VGK,D,30,1991-01-21,Davidson,-,CAN,-,76,216,2009,BUF,3,5,66
172,Reilly Smith,VGK,R,30,1991-04-01,Toronto,-,CAN,-,72,182,2009,DAL,3,8,69
173,Tomas Tatar,MTL,L,30,1990-12-01,Ilava,-,SVK,-,70,173,2009,DET,2,30,60
174,Tyson Barrie,EDM,D,29,1991-07-26,Victoria,-,CAN,-,70,197,2009,COL,3,3,64
175,Dmitry Orlov,WSH,D,29,1991-07-23,Novokuznetsk,-,RUS,-,71,211,2009,WSH,2,25,55
176,Brandon Pirri,CHI,C,30,1991-04-10,Toronto,-,CAN,-,72,180,2009,CHI,2,29,59
177,Brian Dumoulin,PIT,D,29,1991-09-06,Biddeford,-,USA,-,76,207,2009,CAR,2,21,51
178,Richard Panik,"DET, WSH",R,30,1991-02-07,Martin,-,SVK,-,73,203,2009,T.B,2,22,52
179,Drew Shore,CAR,C,30,1991-01-29,Denver,-,USA,-,75,209,2009,FLA,2,14,44
180,Mattias Ekholm,NSH,D,31,1990-05-24,Borlange,-,SWE,-,76,215,2009,NSH,4,11,102
181,Marcus Foligno,MIN,L,29,1991-08-10,Buffalo,-,USA,-,75,223,2009,BUF,4,13,104
182,Sami Vatanen,"DAL, N.J",D,30,1991-06-03,Jyväskylä,-,FIN,-,70,185,2009,ANA,4,15,106
183,Craig Smith,BOS,C,31,1989-09-05,Madison,-,USA,-,73,206,2009,NSH,4,7,98
184,Casey Cizikas,NYI,C,30,1991-02-27,Toronto,-,CAN,-,71,195,2009,NYI,4,1,92
185,David Savard,"CBJ, T.B",D,30,1990-10-22,St. Hyacinthe,-,CAN,-,74,233,2009,CBJ,4,3,94
186,Nicolas Deslauriers,ANA,L,30,1991-02-22,LaSalle,-,CAN,-,73,219,2009,L.A,3,23,84
187,Cody Eakin,BUF,C,30,1991-05-24,Winnipeg,-,CAN,-,72,196,2009,WSH,3,24,85
188,Kevin Connauton,FLA,D,31,1990-02-23,Edmonton,-,CAN,-,74,205,2009,VAN,3,22,83
189,Byron Froese,CGY,C,30,1991-03-12,Winkler,-,CAN,-,73,202,2009,CHI,4,28,119
190,Ben Chiarot,MTL,D,30,1991-05-09,Hamilton,-,CAN,-,75,234,2009,ATL,4,29,120
191,Erik Haula,NSH,L,30,1991-03-23,Pori,-,FIN,-,72,193,2009,MIN,7,1,182
192,Anders Lee,NYI,L,31,1990-07-03,Edina,-,USA,-,75,235,2009,NYI,6,1,152
193,Nick Jensen,WSH,D,30,1990-09-21,St. Paul,-,USA,-,72,205,2009,DET,5,29,150
194,Nic Dowd,WSH,C,31,1990-05-27,Huntsville,-,USA,-,74,192,2009,L.A,7,17,198
195,Justin Dowling,DAL,C,30,1990-10-01,Calgary,-,CAN,-,70,180,-,-,-,-,-
196,Brenden Dillon,WSH,D,30,1990-11-13,New Westminster,-,CAN,-,76,220,-,-,-,-,-
197,Andrew Agozzino,ANA,L,30,1991-01-03,Kleinburg,-,CAN,-,70,187,-,-,-,-,-
198,Radko Gudas,FLA,D,31,1990-06-05,Prague,-,CZE,-,72,208,2010,T.B,3,6,66
199,Nate Prosser,PHI,D,35,1986-05-07,Elk River,-,USA,-,74,201,-,-,-,-,-
200,Matt Irwin,BUF,D,33,1987-11-29,Victoria,-,CAN,-,73,189,-,-,-,-,-
201,Christopher Tanev,CGY,D,31,1989-12-20,Toronto,-,CAN,-,74,197,-,-,-,-,-
202,Mats Zuccarello,MIN,R,33,1987-09-01,Oslo,-,NOR,-,68,175,-,-,-,-,-
203,Calle Jarnkrok,NSH,C,29,1991-09-25,Gävle,-,SWE,-,71,186,2010,DET,2,21,51
204,Justin Holl,TOR,D,29,1992-01-30,Tonka Bay,-,USA,-,75,210,2010,CHI,2,24,54
205,Jason Zucker,PIT,L,29,1992-01-16,Newport Beach,-,USA,-,71,192,2010,MIN,2,29,59
206,Tyler Toffoli,MTL,"C, R",29,1992-04-24,Scarborough,-,CAN,-,72,198,2010,L.A,2,17,47
207,Johan Larsson,ARI,L,28,1992-07-25,Lau,-,SWE,-,71,204,2010,MIN,2,26,56
208,Mark Alt,L.A,D,29,1991-10-18,Kansas City,-,USA,-,76,201,2010,CAR,2,23,53
209,Greg McKegg,BOS,C,29,1992-06-17,St. Thomas,-,CAN,-,72,194,2010,TOR,3,2,62
210,Evgeny Kuznetsov,WSH,C,29,1992-05-19,Chelyabinsk,-,RUS,-,74,205,2010,WSH,1,26,26
211,Charlie Coyle,BOS,C,29,1992-03-02,E. Weymouth,-,USA,-,75,213,2010,S.J,1,28,28
212,Patrik Nemeth,"COL, DET",D,29,1992-02-08,Stockholm,-,SWE,-,75,228,2010,DAL,2,11,41
213,Jon Merrill,"DET, MTL",D,29,1992-02-03,Oklahoma City,-,USA,-,75,195,2010,N.J,2,8,38
214,Tyler Pitlick,ARI,C,29,1991-11-01,Minneapolis,-,USA,-,74,200,2010,EDM,2,1,31
215,Justin Faulk,STL,D,29,1992-03-20,South St.Paul,-,USA,-,72,217,2010,CAR,2,7,37
216,Brock Nelson,NYI,C,29,1991-10-15,Warroad,-,USA,-,75,212,2010,NYI,1,30,30
217,Nick Bjugstad,MIN,C,28,1992-07-17,Minneapolis,-,USA,-,78,208,2010,FLA,1,19,19
218,Derek Forbort,WPG,D,29,1992-03-04,Duluth,-,USA,-,76,219,2010,L.A,1,15,15
219,Kevin Hayes,PHI,C,29,1992-05-08,Dorchester,-,USA,-,77,216,2010,CHI,1,24,24
220,Cam Fowler,ANA,D,29,1991-12-05,Windsor,-,CAN,-,73,207,2010,ANA,1,12,12
221,Vladimir Tarasenko,STL,R,29,1991-12-13,Yaroslavl,-,RUS,-,72,225,2010,STL,1,16,16
222,Austin Watson,OTT,L,29,1992-01-13,Ann Arbor,-,USA,-,76,198,2010,NSH,1,18,18
223,Jaden Schwartz,STL,L,29,1992-06-25,Wilcox,-,CAN,-,70,190,2010,STL,1,14,14
224,Riley Sheahan,BUF,C,29,1991-12-07,St. Catharines,-,CAN,-,75,216,2010,DET,1,21,21
225,Chris Wagner,BOS,R,30,1991-05-27,Walpole,-,USA,-,72,197,2010,ANA,5,2,122
226,Jeff Skinner,BUF,L,29,1992-05-16,Toronto,-,CAN,-,71,197,2010,CAR,1,7,7
227,Zach Hyman,TOR,L,29,1992-06-09,Toronto,-,CAN,-,73,211,2010,FLA,5,3,123
228,Erik Gudbranson,"NSH, OTT",D,29,1992-01-07,Ottawa,-,CAN,-,77,222,2010,FLA,1,3,3
229,Taylor Hall,"BOS, BUF",L,29,1991-11-14,Calgary,-,CAN,-,73,206,2010,EDM,1,1,1
230,Brett Connolly,"CHI, FLA",R,29,1992-05-02,Campbell River,-,CAN,-,75,198,2010,T.B,1,6,6
231,Ryan Johansen,NSH,C,28,1992-07-31,Vancouver,-,CAN,-,75,218,2010,CBJ,1,4,4
232,Tyler Seguin,DAL,C,29,1992-01-31,Brampton,-,CAN,-,73,200,2010,BOS,1,2,2
233,Mark Pysyk,DAL,D,29,1992-01-11,Sherwood Park,-,CAN,-,73,196,2010,BUF,1,23,23
234,Jarred Tinordi,"BOS, NSH",D,29,1992-02-20,Burnsville,-,USA,-,78,205,2010,MTL,1,22,22
235,Mikael Granlund,NSH,C,29,1992-02-26,Oulu,-,FIN,-,70,185,2010,MIN,1,9,9
236,Nino Niederreiter,CAR,R,28,1992-09-08,Chur,-,CHE,-,74,218,2010,NYI,1,5,5
237,Joakim Nordstrom,CGY,C,29,1992-02-25,Stockholm,-,SWE,-,73,194,2010,CHI,3,30,90
238,Michael Chaput,ARI,C,29,1992-04-09,Ile Bizard,-,CAN,-,74,199,2010,PHI,3,29,89
239,Bryan Rust,PIT,R,29,1992-05-11,Pontiac,-,USA,-,71,192,2010,PIT,3,20,80
240,Joonas Donskoi,COL,R,29,1992-04-13,Raahe,-,FIN,-,72,190,2010,FLA,4,9,99
241,Jani Hakanpaa,"ANA, CAR",D,29,1992-03-31,Kirkkonummi,-,FIN,-,77,218,2010,STL,4,14,104
242,Marcus Sorensen,S.J,L,29,1992-04-07,Sodertalje,-,SWE,-,71,175,2010,OTT,4,16,106
243,Sam Carrick,ANA,C,29,1992-02-04,Markham,-,CAN,-,72,205,2010,TOR,5,24,144
244,Kenny Agostino,TOR,L,29,1992-04-30,Morristown,-,USA,-,72,204,2010,PIT,5,20,140
245,Brendan Gallagher,MTL,R,29,1992-05-06,Edmonton,-,CAN,-,69,183,2010,MTL,5,27,147
246,Jesper Fast,CAR,R,29,1991-12-02,Nassjo,-,SWE,-,72,191,2010,NYR,6,7,157
