id,player_name,team,position,age,dob,birth_city,birth_state,birth_country,nationality,height,weight,draft_year,draft_team,draft_round,draft_round_pick,total_draft_pick
41,Brian Boyle,"N.J, NSH",C,34,1984-12-18,Hingham,-,USA,-,78,245,2003,L.A,1,26,26
42,Corey Perry,ANA,R,34,1985-05-16,Peterborough,-,CAN,-,75,205,2003,ANA,1,28,28
43,Patrick Eaves,ANA,R,35,1984-05-01,Calgary,-,CAN,-,70,203,2003,OTT,1,29,29
44,Loui Eriksson,VAN,L,34,1985-07-17,Gothenburg,-,SWE,-,74,179,2003,DAL,2,3,33
45,Patrice Bergeron,BOS,C,34,1985-07-24,Ancienne-Lorette,-,CAN,-,73,195,2003,BOS,2,15,45
46,Shea Weber,MTL,D,34,1985-08-14,Sicamous,-,CAN,-,76,230,2003,NSH,2,19,49
47,David Backes,BOS,R,35,1984-05-01,Minneapolis,-,USA,-,75,215,2003,STL,2,32,62
48,Lee Stempniak,BOS,R,36,1983-02-04,West Seneca,-,USA,-,71,195,2003,STL,5,12,148
49,Brad Richardson,ARI,C,34,1985-02-04,Belleville,-,CAN,-,72,190,2003,COL,5,27,163
50,Marc Methot,DAL,D,34,1985-06-21,Ottawa,-,CAN,-,76,230,2003,CBJ,6,1,168
51,Nate Thompson,"L.A, MTL",C,35,1984-10-05,Anchorage,-,USA,-,72,205,2003,BOS,6,16,183
52,Joe Pavelski,S.J,C,35,1984-07-11,Plover,-,USA,-,71,195,2003,S.J,7,8,205
53,Kyle Brodziak,EDM,C,35,1984-05-25,St. Paul,-,CAN,-,74,205,2003,EDM,7,17,214
54,Dustin Byfuglien,WPG,D,34,1985-03-27,Roseau,-,USA,-,77,260,2003,CHI,8,16,245
55,Mark Giordano,CGY,D,36,1983-10-03,Toronto,-,CAN,-,72,200,-,-,-,-,-
56,Alex Ovechkin,WSH,L,34,1985-09-17,Moscow,-,RUS,-,75,236,2004,WSH,1,1,1
57,Evgeni Malkin,PIT,C,33,1986-07-31,Magnitogorsk,-,RUS,-,75,195,2004,PIT,1,2,2
58,Andrew Ladd,NYI,L,33,1985-12-12,Maple Ridge,-,CAN,-,75,192,2004,CAR,1,4,4
59,Blake Wheeler,WPG,R,33,1986-08-31,Plymouth,-,USA,-,77,225,2004,PHX,1,5,5
60,Drew Stafford,N.J,R,34,1985-10-30,Milwaukee,-,USA,-,74,215,2004,BUF,1,13,13
61,Alexander Radulov,DAL,R,33,1986-07-05,Nizhny Tagil,-,RUS,-,73,205,2004,NSH,1,15,15
62,Travis Zajac,N.J,C,34,1985-05-13,Winnipeg,-,CAN,-,74,185,2004,N.J,1,20,20
63,Mike Green,DET,D,34,1985-10-12,Calgary,-,CAN,-,73,210,2004,WSH,1,29,29
64,Blake Comeau,DAL,L,33,1986-02-18,Meadow Lake,-,CAN,-,73,200,2004,NYI,2,17,47
65,Carl Soderberg,COL,C,34,1985-10-12,Malmö,-,SWE,-,75,210,2004,STL,2,19,49
66,Brandon Dubinsky,CBJ,C,33,1986-04-29,Anchorage,-,USA,-,74,208,2004,NYR,2,30,60
67,Alex Goligoski,ARI,D,34,1985-07-30,Grand Rapids,-,USA,-,71,185,2004,PIT,2,31,61
68,David Krejci,BOS,C,33,1986-04-28,Sternberk,-,CZE,-,72,188,2004,BOS,2,33,63
69,Andrej Sekera,EDM,D,33,1986-06-08,Bojnice,-,SVK,-,72,195,2004,BUF,3,6,71
70,Alexander Edler,VAN,D,33,1986-04-21,Ostersund,-,SWE,-,75,212,2004,VAN,3,26,91
71,Ryan Callahan,T.B,R,34,1985-03-21,Rochester,-,USA,-,70,187,2004,NYR,4,29,127
72,Roman Polak,DAL,D,33,1986-04-28,Ostrava,-,CZE,-,74,240,2004,STL,6,17,180
73,Troy Brouwer,FLA,R,34,1985-08-17,Vancouver,-,CAN,-,75,213,2004,CHI,7,21,214
74,Matt Hunwick,BUF,D,34,1985-05-21,Warren,-,USA,-,71,194,2004,BOS,7,31,224
75,Adam Cracknell,ANA,R,34,1985-07-15,Prince Albert,-,CAN,-,74,209,2004,CGY,9,21,279
76,Cody McLeod,"NSH, NYR",L,35,1984-06-26,Binscarth,-,CAN,-,74,204,-,-,-,-,-
77,Paul Stastny,VGK,C,33,1985-12-27,Quebec City,-,CAN,-,72,193,2005,COL,2,14,44
78,Sidney Crosby,PIT,C,32,1987-08-07,Cole Harbour,-,CAN,-,71,200,2005,PIT,1,1,1
79,Bobby Ryan,OTT,R,32,1987-03-17,Cherry Hill,-,USA,-,74,208,2005,ANA,1,2,2
80,Jack Johnson,PIT,D,32,1987-01-13,Indianapolis,-,USA,-,73,227,2005,CAR,1,3,3
81,Anze Kopitar,L.A,C,32,1987-08-24,Jesenice,-,SVN,-,75,225,2005,L.A,1,11,11
82,Marc Staal,NYR,D,32,1987-01-13,Thunder Bay,-,CAN,-,76,209,2005,NYR,1,12,12
83,Martin Hanzal,DAL,C,32,1987-02-20,Pisek,-,CZE,-,78,230,2005,PHX,1,17,17
84,T.J. Oshie,WSH,R,32,1986-12-23,Everett,-,USA,-,71,195,2005,STL,1,24,24
85,Andrew Cogliano,"ANA, DAL","C, L",32,1987-06-14,Toronto,-,CAN,-,70,175,2005,EDM,1,25,25
86,Matt Niskanen,WSH,D,32,1986-12-06,Virginia,-,USA,-,73,203,2005,DAL,1,28,28
87,James Neal,CGY,L,32,1987-09-03,Whitby,-,CAN,-,74,212,2005,DAL,2,3,33
88,Marc-Edouard Vlasic,S.J,D,32,1987-03-30,Montreal,-,CAN,-,73,205,2005,S.J,2,5,35
89,Justin Abdelkader,DET,L,32,1987-02-25,Muskegon,-,USA,-,74,213,2005,DET,2,12,42
90,Adam McQuaid,"CBJ, NYR",D,33,1986-10-12,Charlottetown,-,CAN,-,76,210,2005,CBJ,2,25,55
91,Kris Letang,PIT,D,32,1987-04-24,Montreal,-,CAN,-,72,201,2005,PIT,3,1,62
92,Kris Russell,EDM,D,32,1987-05-02,Caroline,-,CAN,-,70,170,2005,CBJ,3,6,67
93,Keith Yandle,FLA,D,33,1986-09-09,Boston,-,USA,-,73,192,2005,PHX,4,14,105
94,Vladimir Sobotka,BUF,C,32,1987-07-02,Trebic,-,CZE,-,70,191,2005,BOS,4,15,106
95,Chris Butler,STL,D,33,1986-10-27,St. Louis,-,USA,-,73,196,2005,BUF,4,5,96
96,Tom Pyatt,OTT,L,32,1987-02-14,Thunder Bay,-,CAN,-,71,185,2005,NYR,4,16,107
97,Niklas Hjalmarsson,ARI,D,32,1987-06-06,Eksjo,-,SWE,-,75,197,2005,CHI,4,17,108
98,Darren Helm,DET,L,32,1987-01-21,St. Andrews,-,CAN,-,72,192,2005,DET,5,7,132
99,Ryan Reaves,VGK,R,32,1987-01-20,Winnipeg,-,CAN,-,73,225,2005,STL,5,31,156
100,Anton Stralman,T.B,D,33,1986-08-01,Tibro,-,SWE,-,71,186,2005,TOR,7,22,216
101,Patric Hornqvist,PIT,R,32,1987-01-01,Sollentuna,-,SWE,-,71,189,2005,NSH,7,36,230
102,Dan Girardi,T.B,D,35,1984-04-29,Welland,-,CAN,-,73,212,-,-,-,-,-
103,Andy Greene,N.J,D,37,1982-10-30,Trenton,-,USA,-,71,190,-,-,-,-,-
104,Stephen Gionta,NYI,"C, R",36,1983-10-09,Rochester,-,USA,-,67,177,-,-,-,-,-
105,Bryan Little,WPG,C,32,1987-11-12,Edmonton,-,CAN,-,72,191,2006,ATL,1,12,12
106,Alex Biega,VAN,D,31,1988-04-04,Montreal,-,CAN,-,70,199,2006,BUF,5,24,147
107,Brad Marchand,BOS,L,31,1988-05-11,Halifax,-,CAN,-,69,181,2006,BOS,3,8,71
108,Nick Foligno,CBJ,L,32,1987-10-31,Buffalo,-,USA,-,72,208,2006,OTT,1,28,28
109,Erik Johnson,COL,D,31,1988-03-21,Bloomington,-,USA,-,76,225,2006,STL,1,1,1
110,Kyle Okposo,BUF,R,31,1988-04-16,St. Paul,-,USA,-,72,216,2006,NYI,1,7,7
111,Trevor Lewis,L.A,C,32,1987-01-08,Salt Lake City,-,USA,-,73,202,2006,L.A,1,17,17
112,Leo Komarov,NYI,"C, R",32,1987-01-23,Narva,-,EST,-,71,209,2006,TOR,6,27,180
113,Jamie McGinn,FLA,L,31,1988-08-05,Fergus,-,CAN,-,73,205,2006,S.J,2,6,36
114,Eric Gryba,N.J,D,31,1988-04-14,Saskatoon,-,CAN,-,76,222,2006,OTT,3,5,68
115,Milan Lucic,EDM,L,31,1988-06-07,Vancouver,-,CAN,-,75,231,2006,BOS,2,20,50
116,Matt Beleskey,NYR,L,31,1988-06-07,Windsor,-,CAN,-,72,207,2006,ANA,4,19,112
117,Cal Clutterbuck,NYI,R,32,1987-11-18,Welland,-,CAN,-,71,216,2006,MIN,3,9,72
118,Jeff Petry,MTL,D,31,1987-12-09,Ann Arbor,-,USA,-,75,201,2006,EDM,2,15,45
119,Claude Giroux,PHI,C,31,1988-01-12,Hearst,-,CAN,-,71,185,2006,PHI,1,22,22
120,Jordan Staal,CAR,C,31,1988-09-10,Thunder Bay,-,CAN,-,76,220,2006,PIT,1,2,2
121,Patrik Berglund,BUF,C,31,1988-06-02,Västerås,-,SWE,-,76,215,2006,STL,1,25,25
122,Derick Brassard,"COL, FLA, PIT",C,32,1987-09-22,Hull,-,CAN,-,73,202,2006,CBJ,1,6,6
123,Michael Grabner,ARI,R,32,1987-10-05,Villach,-,AUT,-,73,188,2006,VAN,1,14,14
124,Phil Kessel,PIT,R,32,1987-10-02,Madison,-,USA,-,72,202,2006,BOS,1,5,5
125,Korbinian Holzer,ANA,D,31,1988-02-16,Munich,-,DEU,-,75,213,2006,TOR,4,18,111
126,Nicklas Backstrom,WSH,C,32,1987-11-23,Gävle,-,SWE,-,73,206,2006,WSH,1,4,4
127,Michael Frolik,CGY,R,31,1988-02-17,Kladno,-,CZE,-,73,190,2006,FLA,1,10,10
128,Artem Anisimov,CHI,C,31,1988-05-24,Yaroslavl,-,RUS,-,76,199,2006,NYR,2,24,54
129,Andrew MacDonald,PHI,D,33,1986-09-07,Judique,-,CAN,-,73,204,2006,NYI,6,7,160
130,Erik Condra,DAL,R,33,1986-08-06,Trenton,-,USA,-,71,185,2006,OTT,7,28,211
131,Jonathan Toews,CHI,C,31,1988-04-29,Winnipeg,-,CAN,-,74,201,2006,CHI,1,3,3
132,Mathieu Perreault,WPG,"C, L",31,1988-01-05,Drummondville,-,CAN,-,70,188,2006,WSH,6,24,177
133,David Schlemko,MTL,D,32,1987-05-07,Edmonton,-,CAN,-,73,191,-,-,-,-,-
134,Mark Letestu,CBJ,C,34,1985-02-04,Elk Point,-,CAN,-,70,195,-,-,-,-,-
135,Ben Lovejoy,"DAL, N.J",D,35,1984-02-20,Concord,-,USA,-,73,205,-,-,-,-,-
136,Alex Killorn,T.B,L,30,1989-09-14,Halifax,-,CAN,-,73,197,2007,T.B,3,16,77
137,Karl Alzner,MTL,D,31,1988-09-24,Burnaby,-,CAN,-,75,213,2007,WSH,1,5,5
138,Justin Falk,OTT,D,31,1988-10-11,Snowflake,-,CAN,-,77,223,2007,MIN,4,19,110
139,Jamie Benn,DAL,L,30,1989-07-18,Victoria,-,CAN,-,74,210,2007,DAL,5,8,129
140,Steven Kampfer,BOS,D,31,1988-09-24,Ann Arbor,-,USA,-,71,198,2007,ANA,4,2,93
141,Paul Carey,"BOS, OTT",C,31,1988-09-24,Boston,-,USA,-,73,200,2007,COL,5,14,135
142,Nick Bonino,NSH,C,31,1988-04-20,Hartford,-,USA,-,73,196,2007,S.J,6,22,173
143,Ian Cole,COL,D,30,1989-02-21,Ann Arbor,-,USA,-,73,225,2007,STL,1,18,18
144,Eric Tangradi,N.J,L,30,1989-02-10,Philadelphia,-,USA,-,76,226,2007,ANA,2,12,42
145,Justin Braun,S.J,D,32,1987-02-10,Minneapolis,-,USA,-,74,205,2007,S.J,7,20,201
146,Kevin Shattenkirk,NYR,D,30,1989-01-29,New Rochelle,-,USA,-,72,203,2007,COL,1,14,14
147,Pat Maroon,STL,L,31,1988-04-23,St. Louis,-,USA,-,75,236,2007,PHI,6,10,161
148,James van Riemsdyk,PHI,L,30,1989-05-04,Middletown,-,USA,-,75,217,2007,PHI,1,2,2
149,Paul Byron,MTL,L,30,1989-04-27,Ottawa,-,CAN,-,69,158,2007,BUF,6,28,179
150,Sam Gagner,"EDM, VAN",C,30,1989-08-10,London,-,CAN,-,71,200,2007,EDM,1,6,6
151,Logan Couture,S.J,C,30,1989-03-28,Guelph,-,CAN,-,73,200,2007,S.J,1,9,9
152,P.K. Subban,NSH,D,30,1989-05-13,Toronto,-,CAN,-,72,210,2007,MTL,2,13,43
153,Anthony Peluso,CGY,R,30,1989-04-18,North York,-,CAN,-,75,225,2007,STL,6,9,160
154,Riley Nash,CBJ,C,30,1989-05-09,Consort,-,CAN,-,73,185,2007,EDM,1,21,21
155,Thomas Hickey,NYI,D,30,1989-02-08,Calgary,-,CAN,-,72,183,2007,L.A,1,4,4
156,Kyle Turris,NSH,C,30,1989-08-14,New Westminster,-,CAN,-,73,190,2007,PHX,1,3,3
157,Brad Malone,EDM,C,30,1989-05-20,Miramichi,-,CAN,-,73,217,2007,COL,4,14,105
158,Brendan Smith,NYR,D,30,1989-02-08,Mimico,-,CAN,-,74,200,2007,DET,1,27,27
159,Brandon Sutter,VAN,C,30,1989-02-14,Huntington,-,USA,-,75,190,2007,CAR,1,11,11
160,Colton Sceviour,FLA,C,30,1989-04-20,Red Deer,-,CAN,-,72,190,2007,DAL,4,21,112
161,David Perron,STL,L,31,1988-05-28,Sherbrooke,-,CAN,-,72,200,2007,STL,1,26,26
162,Carl Gunnarsson,STL,D,33,1986-11-09,Orebro,-,SWE,-,74,198,2007,TOR,7,13,194
163,Mario Kempe,ARI,R,31,1988-09-19,Kramfors,-,SWE,-,72,185,2007,PHI,5,1,122
164,Yannick Weber,NSH,D,31,1988-09-23,Morges,-,CHE,-,71,200,2007,MTL,3,12,73
165,Patrick Kane,CHI,R,31,1988-11-19,Buffalo,-,USA,-,71,177,2007,CHI,1,1,1
166,Robert Bortuzzo,STL,D,30,1989-03-18,Thunder Bay,-,CAN,-,76,216,2007,PIT,3,17,78
167,Evgenii Dadonov,FLA,R,30,1989-03-12,Chelyabinsk,-,RUS,-,71,185,2007,FLA,3,10,71
168,Mikael Backlund,CGY,C,30,1989-03-17,Vasteras,-,SWE,-,73,200,2007,CGY,1,24,24
169,Ryan McDonagh,T.B,D,30,1989-06-13,St. Paul,-,USA,-,73,214,2007,MTL,1,12,12
170,Max Pacioretty,VGK,L,31,1988-11-20,New Canaan,-,USA,-,74,215,2007,MTL,1,22,22
171,Jakub Voracek,PHI,R,30,1989-08-15,Kladno,-,CZE,-,74,214,2007,CBJ,1,7,7
172,Jake Muzzin,"L.A, TOR",D,30,1989-02-21,Woodstock,-,CAN,-,75,217,2007,PIT,5,20,141
173,Alec Martinez,L.A,D,32,1987-07-26,Rochester Hills,-,USA,-,73,209,2007,L.A,4,4,95
174,Carl Hagelin,"L.A, PIT, WSH",L,31,1988-08-23,Sodertalje,-,SWE,-,71,185,2007,NYR,6,17,168
175,Lars Eller,WSH,C,30,1989-05-08,Rodovre,-,DNK,-,74,205,2007,STL,1,13,13
176,Wayne Simmonds,"NSH, PHI",R,31,1988-08-26,Scarborough,-,CAN,-,74,185,2007,L.A,2,31,61
177,Nick Holden,VGK,D,32,1987-05-15,St. Albert,-,CAN,-,76,212,-,-,-,-,-
178,Jason Demers,ARI,D,31,1988-06-09,Dorval,-,CAN,-,73,195,2008,S.J,7,5,186
179,Micheal Haley,"FLA, S.J",C,33,1986-03-30,Guelph,-,CAN,-,71,202,-,-,-,-,-
180,Zack Smith,OTT,L,31,1988-04-05,Maple Creek,-,CAN,-,74,208,2008,OTT,3,18,79
181,Jay Beagle,VAN,C,34,1985-10-16,Calgary,-,CAN,-,75,210,-,-,-,-,-
182,Jason Garrison,EDM,D,35,1984-11-13,White Rock,-,CAN,-,73,218,-,-,-,-,-
183,Drew Doughty,L.A,D,29,1989-12-08,London,-,CAN,-,73,202,2008,L.A,1,2,2
184,Steven Stamkos,T.B,C,29,1990-02-07,Markham,-,CAN,-,73,194,2008,T.B,1,1,1
185,Alex Pietrangelo,STL,D,29,1990-01-18,King City,-,CAN,-,75,210,2008,STL,1,4,4
186,Zach Bogosian,BUF,D,29,1990-07-15,Massena,-,USA,-,75,226,2008,ATL,1,3,3
187,Luke Schenn,"ANA, VAN",D,30,1989-11-02,Saskatoon,-,CAN,-,74,227,2008,TOR,1,5,5
188,Colin Wilson,COL,C,30,1989-10-20,Greenwich,-,USA,-,73,215,2008,NSH,1,7,7
189,Mikkel Boedker,OTT,L,29,1989-12-16,Brondby,-,DNK,-,72,207,2008,PHX,1,8,8
190,Josh Bailey,NYI,R,30,1989-10-02,Bowmanville,-,CAN,-,73,200,2008,NYI,1,9,9
191,Tyler Myers,WPG,D,29,1990-02-01,Houston,-,USA,-,80,229,2008,BUF,1,12,12
192,Erik Karlsson,S.J,D,29,1990-05-31,Landsbro,-,SWE,-,72,190,2008,OTT,1,15,15
193,Luca Sbisa,NYI,D,29,1990-01-30,Ozieri,-,ITA,-,74,206,2008,PHI,1,19,19
194,Jake Gardiner,TOR,D,29,1990-07-04,Minnetonka,-,USA,-,74,203,2008,ANA,1,17,17
195,Michael Del Zotto,"ANA, STL, VAN",D,29,1990-06-24,Stouffville,-,CAN,-,72,195,2008,NYR,1,20,20
196,Jordan Eberle,NYI,"C, R",29,1990-05-15,Regina,-,CAN,-,71,187,2008,EDM,1,22,22
197,Tyler Ennis,TOR,"C, L",30,1989-10-06,Edmonton,-,CAN,-,69,161,2008,BUF,1,26,26
198,John Carlson,WSH,D,29,1990-01-10,Natick,-,USA,-,75,217,2008,WSH,1,27,27
199,Cody Goloubef,OTT,D,30,1989-11-30,Mississauga,-,CAN,-,73,190,2008,CBJ,2,7,37
200,Roman Josi,NSH,D,29,1990-06-01,Bern,-,CHE,-,73,201,2008,NSH,2,8,38
201,Justin Schultz,PIT,D,29,1990-07-06,Kelowna,-,CAN,-,74,193,2008,ANA,2,13,43
202,Zac Dalpe,CBJ,C,30,1989-11-01,Paris,-,CAN,-,74,194,2008,CAR,2,15,45
203,Cameron Gaunce,T.B,D,29,1990-03-19,Sudbury,-,CAN,-,74,204,2008,COL,2,20,50
204,Travis Hamonic,CGY,D,29,1990-08-16,St. Malo,-,CAN,-,74,205,2008,NYI,2,23,53
205,Derek Stepan,ARI,C,29,1990-06-18,Hastings,-,USA,-,72,196,2008,NYR,2,21,51
206,Marco Scandella,BUF,D,29,1990-02-23,Montreal,-,CAN,-,75,212,2008,MIN,2,25,55
207,Jori Lehtera,PHI,C,31,1987-12-23,Helsinki,-,FIN,-,74,212,2008,STL,3,4,65
208,Michael Stone,CGY,D,29,1990-06-07,Winnipeg,-,CAN,-,75,210,2008,PHX,3,8,69
209,Adam Henrique,ANA,C,29,1990-02-06,Brantford,-,CAN,-,72,188,2008,N.J,3,21,82
210,Matt Donovan,NSH,D,29,1990-05-09,Edmond,-,USA,-,73,205,2008,NYI,4,5,96
211,Dale Weise,"MTL, PHI",R,31,1988-08-05,Winnipeg,-,CAN,-,74,196,2008,NYR,4,20,111
212,TJ Brodie,CGY,D,29,1990-06-07,Chatham,-,CAN,-,73,185,2008,CGY,4,23,114
213,Gustav Nyquist,"DET, S.J","C, R",30,1989-09-01,Halmstad,-,SWE,-,71,179,2008,DET,4,30,121
214,Derek Grant,"ANA, PIT",C,29,1990-04-20,Abbotsford,-,CAN,-,75,206,2008,OTT,4,28,119
215,Matt Calvert,COL,L,29,1989-12-24,Brandon,-,CAN,-,71,186,2008,CBJ,5,6,127
216,Greg Pateryn,MIN,D,29,1990-06-20,Sterling Heights,-,USA,-,75,220,2008,TOR,5,7,128
217,Mark Borowiecki,OTT,D,30,1989-07-12,Ottawa,-,CAN,-,73,204,2008,OTT,5,18,139
218,Matt Martin,NYI,L,30,1989-05-08,Windsor,-,CAN,-,75,220,2008,NYI,5,27,148
219,Cam Atkinson,CBJ,R,30,1989-06-05,Riverside,-,USA,-,68,175,2008,CBJ,6,6,157
220,Jared Spurgeon,MIN,D,30,1989-11-29,Edmonton,-,CAN,-,69,167,2008,NYI,6,5,156
221,Mark Barberio,COL,D,29,1990-03-23,Montreal,-,CAN,-,73,200,2008,T.B,6,1,152
222,Luke Witkowski,DET,R,29,1990-04-14,Holland,-,USA,-,74,217,2008,T.B,6,9,160
223,Zac Rinaldo,NSH,"C, L",29,1990-06-15,Mississauga,-,CAN,-,70,192,2008,PHI,6,27,178
224,Matt Bartkowski,MIN,D,31,1988-06-04,Pittsburgh,-,USA,-,73,198,2008,FLA,7,9,190
225,Dalton Prout,CGY,D,29,1990-03-13,Kingsville,-,CAN,-,75,215,2010,CBJ,6,4,154
226,Jordie Benn,MTL,D,32,1987-07-26,Victoria,-,CAN,-,74,199,-,-,-,-,-
227,Antoine Roussel,VAN,L,30,1989-11-21,Roubaix,-,FRA,-,71,199,-,-,-,-,-
228,Tyler Johnson,T.B,C,29,1990-07-29,Spokane,-,USA,-,68,182,-,-,-,-,-
229,Brian Lashoff,DET,D,29,1990-07-16,Albany,-,USA,-,75,219,-,-,-,-,-
230,Mike Hoffman,FLA,L,30,1989-11-24,Kitchener,-,CAN,-,72,182,2009,OTT,5,9,130
231,Tyler Bozak,STL,C,33,1986-03-19,Regina,-,CAN,-,73,199,-,-,-,-,-
232,Marcus Johansson,"BOS, N.J",L,29,1990-10-06,Landskrona,-,SWE,-,73,205,2009,WSH,1,24,24
233,Kyle Palmieri,N.J,R,28,1991-02-01,Smithtown,-,USA,-,71,185,2009,ANA,1,26,26
234,Ryan O'Reilly,STL,C,28,1991-02-07,Clinton,-,CAN,-,73,216,2009,COL,2,3,33
235,Kyle Clifford,L.A,L,28,1991-01-13,Ayr,-,CAN,-,74,211,2009,L.A,2,5,35
236,Alex Chiasson,EDM,R,29,1990-10-01,Montreal,-,CAN,-,76,208,2009,DAL,2,8,38
237,Jakob Silfverberg,ANA,R,29,1990-10-13,Gävle,-,SWE,-,74,208,2009,OTT,2,9,39
238,John Tavares,TOR,C,29,1990-09-20,Mississauga,-,CAN,-,73,215,2009,NYI,1,1,1
239,Victor Hedman,T.B,D,28,1990-12-18,Ornskoldsvik,-,SWE,-,78,229,2009,T.B,1,2,2
240,Matt Duchene,"CBJ, OTT",C,28,1991-01-16,Haliburton,-,CAN,-,71,195,2009,COL,1,3,3
241,Evander Kane,S.J,L,28,1991-08-02,Vancouver,-,CAN,-,74,210,2009,ATL,1,4,4
242,Brayden Schenn,STL,C,28,1991-08-22,Saskatoon,-,CAN,-,73,200,2009,L.A,1,5,5
243,Oliver Ekman-Larsson,ARI,D,28,1991-07-17,Karlskrona,-,SWE,-,74,200,2009,PHX,1,6,6
244,Nazem Kadri,TOR,C,29,1990-10-06,London,-,CAN,-,72,192,2009,TOR,1,7,7
245,Magnus Paajarvi,OTT,L,28,1991-04-12,Norrkoping,-,SWE,-,75,206,2009,EDM,1,10,10
246,Ryan Ellis,NSH,D,28,1991-01-03,Hamilton,-,CAN,-,70,180,2009,NSH,1,11,11
