id,player_name,team,position,age,dob,birth_city,birth_state,birth_country,nationality,height,weight,draft_year,draft_team,draft_round,draft_round_pick,total_draft_pick
66,Carter Hutton,NSH,G,34,1985-12-19,Thunder Bay,-,CAN,-,73,202,-,-,-,-,-
67,Cam Talbot,NYR,G,32,1987-07-05,Caledonia,-,CAN,-,76,196,-,-,-,-,-
68,Eddie Lack,VAN,G,32,1988-01-05,Norrtälje,-,SWE,-,76,187,-,-,-,-,-
69,Jussi Rynnas,DAL,G,32,1987-05-22,Pori,-,FIN,-,77,210,-,-,-,-,-
70,Ben Scrivens,EDM,G,33,1986-09-11,Spruce Grove,-,CAN,-,74,181,-,-,-,-,-
71,Sergei Bobrovsky,CBJ,G,31,1988-09-20,Novokuznetsk,-,RUS,-,74,187,-,-,-,-,-
72,Calvin Pickard,COL,G,28,1992-04-15,Moncton,-,CAN,-,73,210,2010,COL,2,19,49
73,Tyler Bunz,EDM,G,28,1992-02-11,Regina,-,CAN,-,73,205,2010,EDM,5,1,121
74,Philipp Grubauer,WSH,G,28,1991-11-25,Rosenheim,-,DEU,-,73,188,2010,WSH,4,22,112
75,Louis Domingue,ARI,G,28,1992-03-06,St-Hyacinthe,-,CAN,-,75,208,2010,PHX,5,18,138
76,Petr Mrazek,DET,G,28,1992-02-14,Ostrava,-,CZE,-,74,190,2010,DET,5,21,141
77,Frederik Andersen,ANA,G,30,1989-10-02,Herning,-,DNK,-,76,238,2012,ANA,3,26,87
78,Keith Kinkaid,N.J,G,30,1989-07-04,Farmingville,-,USA,-,75,186,-,-,-,-,-
79,Laurent Brossoit,EDM,G,27,1993-03-23,Port Alberni,-,CAN,-,75,204,2011,CGY,6,13,164
80,Anton Forsberg,CBJ,G,27,1992-11-27,Härnösand,-,SWE,-,75,192,2011,CBJ,7,7,188
81,John Gibson,ANA,G,26,1993-07-14,Pittsburgh,-,USA,-,75,207,2011,ANA,2,9,39
82,Viktor Fasth,EDM,G,37,1982-08-08,Kalix,-,SWE,-,72,181,-,-,-,-,-
83,Niklas Svedberg,BOS,G,30,1989-09-04,Sollentuna,-,SWE,-,73,163,-,-,-,-,-
84,Malcolm Subban,BOS,G,26,1993-12-21,Toronto,-,CAN,-,74,215,2012,BOS,1,24,24
85,Andrei Vasilevskiy,T.B,G,25,1994-07-25,Tyumen,-,RUS,-,75,216,2012,T.B,1,19,19
86,Chris Driedger,OTT,G,25,1994-05-18,Winnipeg,-,CAN,-,76,205,2012,OTT,3,15,76
87,Marek Mazanec,NSH,G,28,1991-07-18,Pisek,-,CZE,-,76,202,2012,NSH,6,28,179
88,Mackenzie Skapski,NYR,G,25,1994-06-15,Abbotsford,-,CAN,-,75,188,2013,NYR,6,19,170
89,Andrey Makarov,BUF,G,26,1993-04-20,Kazan,-,RUS,-,74,194,-,-,-,-,-
90,Andrew Hammond,OTT,G,32,1988-02-11,Surrey,-,CAN,-,74,223,-,-,-,-,-
91,Troy Grosenick,S.J,G,30,1989-08-27,Brookfield,-,USA,-,73,185,-,-,-,-,-
92,Antti Raanta,CHI,G,30,1989-05-12,Rauma,-,FIN,-,72,195,-,-,-,-,-
